gen-data-wdl: n=62500 out=/root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/sp5-2.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=30797 nnue=/root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/gen4.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1609 / 62500 positions
  played 100 games, 3180 / 62500 positions
  played 150 games, 4738 / 62500 positions
  played 200 games, 6264 / 62500 positions
  played 250 games, 7779 / 62500 positions
  played 300 games, 9425 / 62500 positions
  played 350 games, 10916 / 62500 positions
  played 400 games, 12490 / 62500 positions
  played 450 games, 14005 / 62500 positions
  played 500 games, 15609 / 62500 positions
  played 550 games, 17187 / 62500 positions
  played 600 games, 18733 / 62500 positions
  played 650 games, 20256 / 62500 positions
  played 700 games, 21876 / 62500 positions
  played 750 games, 23419 / 62500 positions
  played 800 games, 24995 / 62500 positions
  played 850 games, 26572 / 62500 positions
  played 900 games, 28201 / 62500 positions
  played 950 games, 29774 / 62500 positions
  played 1000 games, 31442 / 62500 positions
  played 1050 games, 33013 / 62500 positions
  played 1100 games, 34588 / 62500 positions
  played 1150 games, 36217 / 62500 positions
  played 1200 games, 37819 / 62500 positions
  played 1250 games, 39391 / 62500 positions
  played 1300 games, 40978 / 62500 positions
  played 1350 games, 42621 / 62500 positions
  played 1400 games, 44162 / 62500 positions
  played 1450 games, 45722 / 62500 positions
  played 1500 games, 47429 / 62500 positions
  played 1550 games, 48945 / 62500 positions
  played 1600 games, 50553 / 62500 positions
  played 1650 games, 52068 / 62500 positions
  played 1700 games, 53749 / 62500 positions
  played 1750 games, 55329 / 62500 positions
  played 1800 games, 56944 / 62500 positions
  played 1850 games, 58546 / 62500 positions
  played 1900 games, 60103 / 62500 positions
  played 1950 games, 61676 / 62500 positions
wrote 62500 WDL records to /root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/sp5-2.jnnw
