gen-data-wdl: n=62500 out=/root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/sp4-15.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=12033 nnue=/root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1589 / 62500 positions
  played 100 games, 3229 / 62500 positions
  played 150 games, 4820 / 62500 positions
  played 200 games, 6480 / 62500 positions
  played 250 games, 7971 / 62500 positions
  played 300 games, 9455 / 62500 positions
  played 350 games, 10988 / 62500 positions
  played 400 games, 12577 / 62500 positions
  played 450 games, 14248 / 62500 positions
  played 500 games, 15862 / 62500 positions
  played 550 games, 17377 / 62500 positions
  played 600 games, 18987 / 62500 positions
  played 650 games, 20487 / 62500 positions
  played 700 games, 22035 / 62500 positions
  played 750 games, 23521 / 62500 positions
  played 800 games, 25123 / 62500 positions
  played 850 games, 26697 / 62500 positions
  played 900 games, 28254 / 62500 positions
  played 950 games, 29757 / 62500 positions
  played 1000 games, 31377 / 62500 positions
  played 1050 games, 32930 / 62500 positions
  played 1100 games, 34498 / 62500 positions
  played 1150 games, 36166 / 62500 positions
  played 1200 games, 37726 / 62500 positions
  played 1250 games, 39252 / 62500 positions
  played 1300 games, 40790 / 62500 positions
  played 1350 games, 42366 / 62500 positions
  played 1400 games, 43968 / 62500 positions
  played 1450 games, 45452 / 62500 positions
  played 1500 games, 46984 / 62500 positions
  played 1550 games, 48533 / 62500 positions
  played 1600 games, 50130 / 62500 positions
  played 1650 games, 51655 / 62500 positions
  played 1700 games, 53209 / 62500 positions
  played 1750 games, 54846 / 62500 positions
  played 1800 games, 56433 / 62500 positions
  played 1850 games, 57925 / 62500 positions
  played 1900 games, 59437 / 62500 positions
  played 1950 games, 60973 / 62500 positions
wrote 62500 WDL records to /root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/sp4-15.jnnw
