gen-data-wdl: n=62500 out=/root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/sp2-10.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=31668 nnue=/root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1416 / 62500 positions
  played 100 games, 2892 / 62500 positions
  played 150 games, 4463 / 62500 positions
  played 200 games, 6142 / 62500 positions
  played 250 games, 7668 / 62500 positions
  played 300 games, 9273 / 62500 positions
  played 350 games, 10951 / 62500 positions
  played 400 games, 12602 / 62500 positions
  played 450 games, 14174 / 62500 positions
  played 500 games, 15807 / 62500 positions
  played 550 games, 17425 / 62500 positions
  played 600 games, 18952 / 62500 positions
  played 650 games, 20593 / 62500 positions
  played 700 games, 22226 / 62500 positions
  played 750 games, 23845 / 62500 positions
  played 800 games, 25340 / 62500 positions
  played 850 games, 26903 / 62500 positions
  played 900 games, 28397 / 62500 positions
  played 950 games, 30076 / 62500 positions
  played 1000 games, 31697 / 62500 positions
  played 1050 games, 33252 / 62500 positions
  played 1100 games, 34865 / 62500 positions
  played 1150 games, 36456 / 62500 positions
  played 1200 games, 38082 / 62500 positions
  played 1250 games, 39561 / 62500 positions
  played 1300 games, 41073 / 62500 positions
  played 1350 games, 42726 / 62500 positions
  played 1400 games, 44262 / 62500 positions
  played 1450 games, 45796 / 62500 positions
  played 1500 games, 47414 / 62500 positions
  played 1550 games, 48862 / 62500 positions
  played 1600 games, 50446 / 62500 positions
  played 1650 games, 52050 / 62500 positions
  played 1700 games, 53522 / 62500 positions
  played 1750 games, 55030 / 62500 positions
  played 1800 games, 56622 / 62500 positions
  played 1850 games, 58166 / 62500 positions
  played 1900 games, 59743 / 62500 positions
  played 1950 games, 61222 / 62500 positions
wrote 62500 WDL records to /root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/sp2-10.jnnw
