gen-data-wdl: n=62500 out=/root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/sp5-7.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=5872 nnue=/root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/gen4.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1536 / 62500 positions
  played 100 games, 3147 / 62500 positions
  played 150 games, 4805 / 62500 positions
  played 200 games, 6489 / 62500 positions
  played 250 games, 8080 / 62500 positions
  played 300 games, 9645 / 62500 positions
  played 350 games, 11285 / 62500 positions
  played 400 games, 12795 / 62500 positions
  played 450 games, 14302 / 62500 positions
  played 500 games, 16016 / 62500 positions
  played 550 games, 17658 / 62500 positions
  played 600 games, 19196 / 62500 positions
  played 650 games, 20668 / 62500 positions
  played 700 games, 22182 / 62500 positions
  played 750 games, 23655 / 62500 positions
  played 800 games, 25165 / 62500 positions
  played 850 games, 26690 / 62500 positions
  played 900 games, 28282 / 62500 positions
  played 950 games, 29906 / 62500 positions
  played 1000 games, 31479 / 62500 positions
  played 1050 games, 33019 / 62500 positions
  played 1100 games, 34643 / 62500 positions
  played 1150 games, 36242 / 62500 positions
  played 1200 games, 37912 / 62500 positions
  played 1250 games, 39377 / 62500 positions
  played 1300 games, 41025 / 62500 positions
  played 1350 games, 42673 / 62500 positions
  played 1400 games, 44279 / 62500 positions
  played 1450 games, 45865 / 62500 positions
  played 1500 games, 47390 / 62500 positions
  played 1550 games, 48924 / 62500 positions
  played 1600 games, 50467 / 62500 positions
  played 1650 games, 52006 / 62500 positions
  played 1700 games, 53603 / 62500 positions
  played 1750 games, 55334 / 62500 positions
  played 1800 games, 56833 / 62500 positions
  played 1850 games, 58377 / 62500 positions
  played 1900 games, 59925 / 62500 positions
  played 1950 games, 61642 / 62500 positions
wrote 62500 WDL records to /root/jass/jobs/results/cpx62-0211-cumulative-loop-1M/artefacts.src/sp5-7.jnnw
