gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/sp4-7.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=15255 nnue=/root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1557 / 37500 positions
  played 100 games, 3118 / 37500 positions
  played 150 games, 4598 / 37500 positions
  played 200 games, 6099 / 37500 positions
  played 250 games, 7615 / 37500 positions
  played 300 games, 9197 / 37500 positions
  played 350 games, 10650 / 37500 positions
  played 400 games, 12223 / 37500 positions
  played 450 games, 13893 / 37500 positions
  played 500 games, 15464 / 37500 positions
  played 550 games, 17116 / 37500 positions
  played 600 games, 18686 / 37500 positions
  played 650 games, 20138 / 37500 positions
  played 700 games, 21673 / 37500 positions
  played 750 games, 23120 / 37500 positions
  played 800 games, 24585 / 37500 positions
  played 850 games, 26165 / 37500 positions
  played 900 games, 27709 / 37500 positions
  played 950 games, 29214 / 37500 positions
  played 1000 games, 30781 / 37500 positions
  played 1050 games, 32359 / 37500 positions
  played 1100 games, 33940 / 37500 positions
  played 1150 games, 35521 / 37500 positions
  played 1200 games, 36907 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/sp4-7.jnnw
