gen-data-wdl: n=25000 out=/root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/sp0-5.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=4208 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1632 / 25000 positions
  played 100 games, 3160 / 25000 positions
  played 150 games, 4774 / 25000 positions
  played 200 games, 6269 / 25000 positions
  played 250 games, 7830 / 25000 positions
  played 300 games, 9330 / 25000 positions
  played 350 games, 10886 / 25000 positions
  played 400 games, 12607 / 25000 positions
  played 450 games, 14260 / 25000 positions
  played 500 games, 15882 / 25000 positions
  played 550 games, 17447 / 25000 positions
  played 600 games, 19016 / 25000 positions
  played 650 games, 20697 / 25000 positions
  played 700 games, 22277 / 25000 positions
  played 750 games, 23786 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/sp0-5.jnnw
