gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/sp1-5.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=7365 nnue=/root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1485 / 37500 positions
  played 100 games, 2975 / 37500 positions
  played 150 games, 4375 / 37500 positions
  played 200 games, 5905 / 37500 positions
  played 250 games, 7277 / 37500 positions
  played 300 games, 8813 / 37500 positions
  played 350 games, 10408 / 37500 positions
  played 400 games, 11941 / 37500 positions
  played 450 games, 13635 / 37500 positions
  played 500 games, 15138 / 37500 positions
  played 550 games, 16611 / 37500 positions
  played 600 games, 18096 / 37500 positions
  played 650 games, 19620 / 37500 positions
  played 700 games, 21121 / 37500 positions
  played 750 games, 22656 / 37500 positions
  played 800 games, 24180 / 37500 positions
  played 850 games, 25614 / 37500 positions
  played 900 games, 27181 / 37500 positions
  played 950 games, 28753 / 37500 positions
  played 1000 games, 30353 / 37500 positions
  played 1050 games, 31833 / 37500 positions
  played 1100 games, 33335 / 37500 positions
  played 1150 games, 34845 / 37500 positions
  played 1200 games, 36449 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/sp1-5.jnnw
