gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/sp2-6.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=29028 nnue=/root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1519 / 37500 positions
  played 100 games, 3043 / 37500 positions
  played 150 games, 4644 / 37500 positions
  played 200 games, 6222 / 37500 positions
  played 250 games, 7816 / 37500 positions
  played 300 games, 9423 / 37500 positions
  played 350 games, 10990 / 37500 positions
  played 400 games, 12626 / 37500 positions
  played 450 games, 14208 / 37500 positions
  played 500 games, 15722 / 37500 positions
  played 550 games, 17284 / 37500 positions
  played 600 games, 18799 / 37500 positions
  played 650 games, 20295 / 37500 positions
  played 700 games, 21947 / 37500 positions
  played 750 games, 23572 / 37500 positions
  played 800 games, 25255 / 37500 positions
  played 850 games, 26754 / 37500 positions
  played 900 games, 28279 / 37500 positions
  played 950 games, 29861 / 37500 positions
  played 1000 games, 31467 / 37500 positions
  played 1050 games, 33030 / 37500 positions
  played 1100 games, 34706 / 37500 positions
  played 1150 games, 36287 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/sp2-6.jnnw
