gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/sp1-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=10856 nnue=/root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1607 / 37500 positions
  played 100 games, 3036 / 37500 positions
  played 150 games, 4487 / 37500 positions
  played 200 games, 6012 / 37500 positions
  played 250 games, 7578 / 37500 positions
  played 300 games, 9062 / 37500 positions
  played 350 games, 10530 / 37500 positions
  played 400 games, 12174 / 37500 positions
  played 450 games, 13706 / 37500 positions
  played 500 games, 15340 / 37500 positions
  played 550 games, 16883 / 37500 positions
  played 600 games, 18528 / 37500 positions
  played 650 games, 20183 / 37500 positions
  played 700 games, 21790 / 37500 positions
  played 750 games, 23313 / 37500 positions
  played 800 games, 24785 / 37500 positions
  played 850 games, 26429 / 37500 positions
  played 900 games, 27862 / 37500 positions
  played 950 games, 29399 / 37500 positions
  played 1000 games, 30998 / 37500 positions
  played 1050 games, 32527 / 37500 positions
  played 1100 games, 34028 / 37500 positions
  played 1150 games, 35532 / 37500 positions
  played 1200 games, 36994 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/sp1-3.jnnw
