gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/sp4-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=6814 nnue=/root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1537 / 37500 positions
  played 100 games, 3197 / 37500 positions
  played 150 games, 4754 / 37500 positions
  played 200 games, 6260 / 37500 positions
  played 250 games, 7842 / 37500 positions
  played 300 games, 9380 / 37500 positions
  played 350 games, 10868 / 37500 positions
  played 400 games, 12392 / 37500 positions
  played 450 games, 14019 / 37500 positions
  played 500 games, 15494 / 37500 positions
  played 550 games, 17024 / 37500 positions
  played 600 games, 18590 / 37500 positions
  played 650 games, 20256 / 37500 positions
  played 700 games, 21807 / 37500 positions
  played 750 games, 23349 / 37500 positions
  played 800 games, 24940 / 37500 positions
  played 850 games, 26391 / 37500 positions
  played 900 games, 27999 / 37500 positions
  played 950 games, 29416 / 37500 positions
  played 1000 games, 30838 / 37500 positions
  played 1050 games, 32310 / 37500 positions
  played 1100 games, 33876 / 37500 positions
  played 1150 games, 35352 / 37500 positions
  played 1200 games, 36994 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/sp4-3.jnnw
