gen-data-wdl: n=25000 out=/root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/sp0-7.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=14162 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1631 / 25000 positions
  played 100 games, 3085 / 25000 positions
  played 150 games, 4664 / 25000 positions
  played 200 games, 6217 / 25000 positions
  played 250 games, 7755 / 25000 positions
  played 300 games, 9383 / 25000 positions
  played 350 games, 10915 / 25000 positions
  played 400 games, 12570 / 25000 positions
  played 450 games, 14135 / 25000 positions
  played 500 games, 15764 / 25000 positions
  played 550 games, 17296 / 25000 positions
  played 600 games, 18812 / 25000 positions
  played 650 games, 20259 / 25000 positions
  played 700 games, 21861 / 25000 positions
  played 750 games, 23406 / 25000 positions
  played 800 games, 25000 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/ccx33-0218-elo-loop-depth4/artefacts.src/sp0-7.jnnw
