gen-data-wdl: n=25000 out=/root/jass/jobs/results/0183-selfdistill-iterate/artefacts.src/sp1-3.jnnw eval_depth=12 play_depth=4 max_plies=200 seed=104 nnue=/root/jass/jobs/results/0183-selfdistill-iterate/artefacts.src/v0.pjtw quiet_only=false pv_extract=0
  played 50 games, 1691 / 25000 positions
  played 100 games, 3291 / 25000 positions
  played 150 games, 4826 / 25000 positions
  played 200 games, 6488 / 25000 positions
  played 250 games, 8070 / 25000 positions
  played 300 games, 9614 / 25000 positions
  played 350 games, 11135 / 25000 positions
  played 400 games, 12730 / 25000 positions
  played 450 games, 14351 / 25000 positions
  played 500 games, 15880 / 25000 positions
  played 550 games, 17470 / 25000 positions
  played 600 games, 19143 / 25000 positions
  played 650 games, 20693 / 25000 positions
  played 700 games, 22271 / 25000 positions
  played 750 games, 23801 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/0183-selfdistill-iterate/artefacts.src/sp1-3.jnnw
