gen-data-wdl: n=25000 out=/root/jass/jobs/results/0183-selfdistill-iterate/artefacts.src/sp1-1.jnnw eval_depth=12 play_depth=4 max_plies=200 seed=102 nnue=/root/jass/jobs/results/0183-selfdistill-iterate/artefacts.src/v0.pjtw quiet_only=false pv_extract=0
  played 50 games, 1568 / 25000 positions
  played 100 games, 3201 / 25000 positions
  played 150 games, 4776 / 25000 positions
  played 200 games, 6414 / 25000 positions
  played 250 games, 7979 / 25000 positions
  played 300 games, 9563 / 25000 positions
  played 350 games, 11110 / 25000 positions
  played 400 games, 12763 / 25000 positions
  played 450 games, 14259 / 25000 positions
  played 500 games, 15823 / 25000 positions
  played 550 games, 17383 / 25000 positions
  played 600 games, 18915 / 25000 positions
  played 650 games, 20524 / 25000 positions
  played 700 games, 21971 / 25000 positions
  played 750 games, 23491 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/0183-selfdistill-iterate/artefacts.src/sp1-1.jnnw
