gen-data-wdl: n=25000 out=/root/jass/jobs/results/0183-selfdistill-iterate/artefacts.src/sp1-6.jnnw eval_depth=12 play_depth=4 max_plies=200 seed=107 nnue=/root/jass/jobs/results/0183-selfdistill-iterate/artefacts.src/v0.pjtw quiet_only=false pv_extract=0
  played 50 games, 1547 / 25000 positions
  played 100 games, 3022 / 25000 positions
  played 150 games, 4614 / 25000 positions
  played 200 games, 6116 / 25000 positions
  played 250 games, 7716 / 25000 positions
  played 300 games, 9222 / 25000 positions
  played 350 games, 10794 / 25000 positions
  played 400 games, 12469 / 25000 positions
  played 450 games, 14077 / 25000 positions
  played 500 games, 15642 / 25000 positions
  played 550 games, 17269 / 25000 positions
  played 600 games, 18954 / 25000 positions
  played 650 games, 20543 / 25000 positions
  played 700 games, 22115 / 25000 positions
  played 750 games, 23733 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/0183-selfdistill-iterate/artefacts.src/sp1-6.jnnw
