gen-data-wdl: n=25000 out=/root/jass/jobs/results/0183-selfdistill-iterate/artefacts.src/sp2-2.jnnw eval_depth=12 play_depth=4 max_plies=200 seed=203 nnue=/root/jass/jobs/results/0183-selfdistill-iterate/artefacts.src/v1.pjtw quiet_only=false pv_extract=0
  played 50 games, 1527 / 25000 positions
  played 100 games, 3150 / 25000 positions
  played 150 games, 4722 / 25000 positions
  played 200 games, 6236 / 25000 positions
  played 250 games, 7870 / 25000 positions
  played 300 games, 9347 / 25000 positions
  played 350 games, 10877 / 25000 positions
  played 400 games, 12590 / 25000 positions
  played 450 games, 14214 / 25000 positions
  played 500 games, 15860 / 25000 positions
  played 550 games, 17524 / 25000 positions
  played 600 games, 19028 / 25000 positions
  played 650 games, 20541 / 25000 positions
  played 700 games, 22021 / 25000 positions
  played 750 games, 23647 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/0183-selfdistill-iterate/artefacts.src/sp2-2.jnnw
