gen-data-wdl: n=25000 out=/root/jass/jobs/results/0183-selfdistill-iterate/artefacts.src/sp2-4.jnnw eval_depth=12 play_depth=4 max_plies=200 seed=205 nnue=/root/jass/jobs/results/0183-selfdistill-iterate/artefacts.src/v1.pjtw quiet_only=false pv_extract=0
  played 50 games, 1662 / 25000 positions
  played 100 games, 3381 / 25000 positions
  played 150 games, 4899 / 25000 positions
  played 200 games, 6399 / 25000 positions
  played 250 games, 8040 / 25000 positions
  played 300 games, 9675 / 25000 positions
  played 350 games, 11278 / 25000 positions
  played 400 games, 12910 / 25000 positions
  played 450 games, 14561 / 25000 positions
  played 500 games, 16120 / 25000 positions
  played 550 games, 17719 / 25000 positions
  played 600 games, 19318 / 25000 positions
  played 650 games, 20806 / 25000 positions
  played 700 games, 22295 / 25000 positions
  played 750 games, 23907 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/0183-selfdistill-iterate/artefacts.src/sp2-4.jnnw
