gen-data-wdl: n=37500 out=/root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/sp2-8.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=3993 nnue=/root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1656 / 37500 positions
  played 100 games, 3213 / 37500 positions
  played 150 games, 4793 / 37500 positions
  played 200 games, 6275 / 37500 positions
  played 250 games, 7801 / 37500 positions
  played 300 games, 9381 / 37500 positions
  played 350 games, 11005 / 37500 positions
  played 400 games, 12672 / 37500 positions
  played 450 games, 14159 / 37500 positions
  played 500 games, 15666 / 37500 positions
  played 550 games, 17162 / 37500 positions
  played 600 games, 18717 / 37500 positions
  played 650 games, 20243 / 37500 positions
  played 700 games, 21794 / 37500 positions
  played 750 games, 23499 / 37500 positions
  played 800 games, 24975 / 37500 positions
  played 850 games, 26634 / 37500 positions
  played 900 games, 28255 / 37500 positions
  played 950 games, 29735 / 37500 positions
  played 1000 games, 31184 / 37500 positions
  played 1050 games, 32818 / 37500 positions
  played 1100 games, 34460 / 37500 positions
  played 1150 games, 35998 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/sp2-8.jnnw
