gen-data-wdl: n=37500 out=/root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/sp7-13.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=2401 nnue=/root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/gen6.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1575 / 37500 positions
  played 100 games, 3188 / 37500 positions
  played 150 games, 4849 / 37500 positions
  played 200 games, 6392 / 37500 positions
  played 250 games, 7909 / 37500 positions
  played 300 games, 9595 / 37500 positions
  played 350 games, 11022 / 37500 positions
  played 400 games, 12394 / 37500 positions
  played 450 games, 13979 / 37500 positions
  played 500 games, 15654 / 37500 positions
  played 550 games, 17278 / 37500 positions
  played 600 games, 18837 / 37500 positions
  played 650 games, 20335 / 37500 positions
  played 700 games, 21948 / 37500 positions
  played 750 games, 23498 / 37500 positions
  played 800 games, 25085 / 37500 positions
  played 850 games, 26644 / 37500 positions
  played 900 games, 28258 / 37500 positions
  played 950 games, 29763 / 37500 positions
  played 1000 games, 31337 / 37500 positions
  played 1050 games, 32899 / 37500 positions
  played 1100 games, 34489 / 37500 positions
  played 1150 games, 36173 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/sp7-13.jnnw
