gen-data-wdl: n=37500 out=/root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/sp8-16.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=29348 nnue=/root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/gen7.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1630 / 37500 positions
  played 100 games, 3325 / 37500 positions
  played 150 games, 4834 / 37500 positions
  played 200 games, 6333 / 37500 positions
  played 250 games, 7922 / 37500 positions
  played 300 games, 9538 / 37500 positions
  played 350 games, 11085 / 37500 positions
  played 400 games, 12654 / 37500 positions
  played 450 games, 14159 / 37500 positions
  played 500 games, 15621 / 37500 positions
  played 550 games, 17050 / 37500 positions
  played 600 games, 18635 / 37500 positions
  played 650 games, 20228 / 37500 positions
  played 700 games, 21775 / 37500 positions
  played 750 games, 23377 / 37500 positions
  played 800 games, 24893 / 37500 positions
  played 850 games, 26533 / 37500 positions
  played 900 games, 28071 / 37500 positions
  played 950 games, 29740 / 37500 positions
  played 1000 games, 31380 / 37500 positions
  played 1050 games, 32852 / 37500 positions
  played 1100 games, 34475 / 37500 positions
  played 1150 games, 36083 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/sp8-16.jnnw
