gen-data-wdl: n=37500 out=/root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/sp4-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=28170 nnue=/root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1581 / 37500 positions
  played 100 games, 3267 / 37500 positions
  played 150 games, 4797 / 37500 positions
  played 200 games, 6422 / 37500 positions
  played 250 games, 7883 / 37500 positions
  played 300 games, 9470 / 37500 positions
  played 350 games, 11036 / 37500 positions
  played 400 games, 12637 / 37500 positions
  played 450 games, 14287 / 37500 positions
  played 500 games, 15851 / 37500 positions
  played 550 games, 17441 / 37500 positions
  played 600 games, 19077 / 37500 positions
  played 650 games, 20695 / 37500 positions
  played 700 games, 22267 / 37500 positions
  played 750 games, 23763 / 37500 positions
  played 800 games, 25314 / 37500 positions
  played 850 games, 26929 / 37500 positions
  played 900 games, 28571 / 37500 positions
  played 950 games, 30083 / 37500 positions
  played 1000 games, 31666 / 37500 positions
  played 1050 games, 33337 / 37500 positions
  played 1100 games, 34891 / 37500 positions
  played 1150 games, 36411 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/sp4-3.jnnw
