gen-data-wdl: n=37500 out=/root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/sp3-14.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=7649 nnue=/root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1661 / 37500 positions
  played 100 games, 3292 / 37500 positions
  played 150 games, 4851 / 37500 positions
  played 200 games, 6456 / 37500 positions
  played 250 games, 7986 / 37500 positions
  played 300 games, 9555 / 37500 positions
  played 350 games, 11147 / 37500 positions
  played 400 games, 12775 / 37500 positions
  played 450 games, 14341 / 37500 positions
  played 500 games, 15907 / 37500 positions
  played 550 games, 17519 / 37500 positions
  played 600 games, 19124 / 37500 positions
  played 650 games, 20739 / 37500 positions
  played 700 games, 22328 / 37500 positions
  played 750 games, 23887 / 37500 positions
  played 800 games, 25466 / 37500 positions
  played 850 games, 27076 / 37500 positions
  played 900 games, 28577 / 37500 positions
  played 950 games, 30160 / 37500 positions
  played 1000 games, 31664 / 37500 positions
  played 1050 games, 33260 / 37500 positions
  played 1100 games, 34905 / 37500 positions
  played 1150 games, 36474 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/sp3-14.jnnw
