gen-data-wdl: n=37500 out=/root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/sp6-7.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=23529 nnue=/root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/gen5.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1567 / 37500 positions
  played 100 games, 3119 / 37500 positions
  played 150 games, 4838 / 37500 positions
  played 200 games, 6362 / 37500 positions
  played 250 games, 8109 / 37500 positions
  played 300 games, 9714 / 37500 positions
  played 350 games, 11356 / 37500 positions
  played 400 games, 13004 / 37500 positions
  played 450 games, 14482 / 37500 positions
  played 500 games, 15973 / 37500 positions
  played 550 games, 17537 / 37500 positions
  played 600 games, 19131 / 37500 positions
  played 650 games, 20779 / 37500 positions
  played 700 games, 22304 / 37500 positions
  played 750 games, 23956 / 37500 positions
  played 800 games, 25634 / 37500 positions
  played 850 games, 27224 / 37500 positions
  played 900 games, 28839 / 37500 positions
  played 950 games, 30447 / 37500 positions
  played 1000 games, 32038 / 37500 positions
  played 1050 games, 33525 / 37500 positions
  played 1100 games, 35032 / 37500 positions
  played 1150 games, 36644 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/cpx62-0241-kingloop-scaled/artefacts.src/sp6-7.jnnw
