gen-data-wdl: n=75000 out=/root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp3-1.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=18836 nnue=/root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1619 / 75000 positions
  played 100 games, 3176 / 75000 positions
  played 150 games, 4767 / 75000 positions
  played 200 games, 6339 / 75000 positions
  played 250 games, 7903 / 75000 positions
  played 300 games, 9467 / 75000 positions
  played 350 games, 11123 / 75000 positions
  played 400 games, 12785 / 75000 positions
  played 450 games, 14329 / 75000 positions
  played 500 games, 15904 / 75000 positions
  played 550 games, 17540 / 75000 positions
  played 600 games, 19116 / 75000 positions
  played 650 games, 20646 / 75000 positions
  played 700 games, 22324 / 75000 positions
  played 750 games, 23934 / 75000 positions
  played 800 games, 25582 / 75000 positions
  played 850 games, 27230 / 75000 positions
  played 900 games, 28820 / 75000 positions
  played 950 games, 30406 / 75000 positions
  played 1000 games, 32100 / 75000 positions
  played 1050 games, 33867 / 75000 positions
  played 1100 games, 35538 / 75000 positions
  played 1150 games, 37193 / 75000 positions
  played 1200 games, 38828 / 75000 positions
  played 1250 games, 40496 / 75000 positions
  played 1300 games, 42043 / 75000 positions
  played 1350 games, 43690 / 75000 positions
  played 1400 games, 45338 / 75000 positions
  played 1450 games, 46962 / 75000 positions
  played 1500 games, 48597 / 75000 positions
  played 1550 games, 50259 / 75000 positions
  played 1600 games, 51902 / 75000 positions
  played 1650 games, 53627 / 75000 positions
  played 1700 games, 55329 / 75000 positions
  played 1750 games, 57002 / 75000 positions
  played 1800 games, 58635 / 75000 positions
  played 1850 games, 60234 / 75000 positions
  played 1900 games, 62007 / 75000 positions
  played 1950 games, 63732 / 75000 positions
  played 2000 games, 65306 / 75000 positions
  played 2050 games, 66888 / 75000 positions
  played 2100 games, 68590 / 75000 positions
  played 2150 games, 70247 / 75000 positions
  played 2200 games, 71853 / 75000 positions
  played 2250 games, 73532 / 75000 positions
wrote 75000 WDL records to /root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp3-1.jnnw
