gen-data-wdl: n=75000 out=/root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp2-5.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=311 nnue=/root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1450 / 75000 positions
  played 100 games, 3091 / 75000 positions
  played 150 games, 4677 / 75000 positions
  played 200 games, 6262 / 75000 positions
  played 250 games, 7895 / 75000 positions
  played 300 games, 9359 / 75000 positions
  played 350 games, 10897 / 75000 positions
  played 400 games, 12548 / 75000 positions
  played 450 games, 14081 / 75000 positions
  played 500 games, 15792 / 75000 positions
  played 550 games, 17506 / 75000 positions
  played 600 games, 19097 / 75000 positions
  played 650 games, 20734 / 75000 positions
  played 700 games, 22313 / 75000 positions
  played 750 games, 23821 / 75000 positions
  played 800 games, 25428 / 75000 positions
  played 850 games, 26994 / 75000 positions
  played 900 games, 28727 / 75000 positions
  played 950 games, 30479 / 75000 positions
  played 1000 games, 32008 / 75000 positions
  played 1050 games, 33651 / 75000 positions
  played 1100 games, 35248 / 75000 positions
  played 1150 games, 36813 / 75000 positions
  played 1200 games, 38539 / 75000 positions
  played 1250 games, 40174 / 75000 positions
  played 1300 games, 41820 / 75000 positions
  played 1350 games, 43437 / 75000 positions
  played 1400 games, 45029 / 75000 positions
  played 1450 games, 46690 / 75000 positions
  played 1500 games, 48220 / 75000 positions
  played 1550 games, 49818 / 75000 positions
  played 1600 games, 51480 / 75000 positions
  played 1650 games, 53050 / 75000 positions
  played 1700 games, 54527 / 75000 positions
  played 1750 games, 56130 / 75000 positions
  played 1800 games, 57799 / 75000 positions
  played 1850 games, 59418 / 75000 positions
  played 1900 games, 61131 / 75000 positions
  played 1950 games, 62732 / 75000 positions
  played 2000 games, 64314 / 75000 positions
  played 2050 games, 65957 / 75000 positions
  played 2100 games, 67557 / 75000 positions
  played 2150 games, 69173 / 75000 positions
  played 2200 games, 70810 / 75000 positions
  played 2250 games, 72509 / 75000 positions
  played 2300 games, 74139 / 75000 positions
wrote 75000 WDL records to /root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp2-5.jnnw
