gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp0-1.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=12088 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1651 / 37500 positions
  played 100 games, 3313 / 37500 positions
  played 150 games, 5026 / 37500 positions
  played 200 games, 6650 / 37500 positions
  played 250 games, 8337 / 37500 positions
  played 300 games, 9894 / 37500 positions
  played 350 games, 11546 / 37500 positions
  played 400 games, 13134 / 37500 positions
  played 450 games, 14819 / 37500 positions
  played 500 games, 16381 / 37500 positions
  played 550 games, 17965 / 37500 positions
  played 600 games, 19507 / 37500 positions
  played 650 games, 21194 / 37500 positions
  played 700 games, 22734 / 37500 positions
  played 750 games, 24418 / 37500 positions
  played 800 games, 25954 / 37500 positions
  played 850 games, 27601 / 37500 positions
  played 900 games, 29188 / 37500 positions
  played 950 games, 30766 / 37500 positions
  played 1000 games, 32310 / 37500 positions
  played 1050 games, 33813 / 37500 positions
  played 1100 games, 35491 / 37500 positions
  played 1150 games, 37069 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp0-1.jnnw
