gen-data-wdl: n=75000 out=/root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp1-4.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=8340 nnue=/root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1776 / 75000 positions
  played 100 games, 3374 / 75000 positions
  played 150 games, 4962 / 75000 positions
  played 200 games, 6590 / 75000 positions
  played 250 games, 8315 / 75000 positions
  played 300 games, 9802 / 75000 positions
  played 350 games, 11431 / 75000 positions
  played 400 games, 13021 / 75000 positions
  played 450 games, 14580 / 75000 positions
  played 500 games, 16303 / 75000 positions
  played 550 games, 17809 / 75000 positions
  played 600 games, 19448 / 75000 positions
  played 650 games, 21001 / 75000 positions
  played 700 games, 22604 / 75000 positions
  played 750 games, 24274 / 75000 positions
  played 800 games, 25929 / 75000 positions
  played 850 games, 27550 / 75000 positions
  played 900 games, 29185 / 75000 positions
  played 950 games, 30831 / 75000 positions
  played 1000 games, 32421 / 75000 positions
  played 1050 games, 34026 / 75000 positions
  played 1100 games, 35650 / 75000 positions
  played 1150 games, 37326 / 75000 positions
  played 1200 games, 39028 / 75000 positions
  played 1250 games, 40566 / 75000 positions
  played 1300 games, 42263 / 75000 positions
  played 1350 games, 43807 / 75000 positions
  played 1400 games, 45492 / 75000 positions
  played 1450 games, 47052 / 75000 positions
  played 1500 games, 48648 / 75000 positions
  played 1550 games, 50304 / 75000 positions
  played 1600 games, 51856 / 75000 positions
  played 1650 games, 53505 / 75000 positions
  played 1700 games, 54950 / 75000 positions
  played 1750 games, 56586 / 75000 positions
  played 1800 games, 58062 / 75000 positions
  played 1850 games, 59630 / 75000 positions
  played 1900 games, 61315 / 75000 positions
  played 1950 games, 62904 / 75000 positions
  played 2000 games, 64633 / 75000 positions
  played 2050 games, 66135 / 75000 positions
  played 2100 games, 67774 / 75000 positions
  played 2150 games, 69445 / 75000 positions
  played 2200 games, 70976 / 75000 positions
  played 2250 games, 72676 / 75000 positions
  played 2300 games, 74208 / 75000 positions
wrote 75000 WDL records to /root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp1-4.jnnw
