gen-data-wdl: n=75000 out=/root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp2-3.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=22370 nnue=/root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1549 / 75000 positions
  played 100 games, 3183 / 75000 positions
  played 150 games, 4895 / 75000 positions
  played 200 games, 6451 / 75000 positions
  played 250 games, 8057 / 75000 positions
  played 300 games, 9639 / 75000 positions
  played 350 games, 11237 / 75000 positions
  played 400 games, 12931 / 75000 positions
  played 450 games, 14586 / 75000 positions
  played 500 games, 16324 / 75000 positions
  played 550 games, 17938 / 75000 positions
  played 600 games, 19498 / 75000 positions
  played 650 games, 21117 / 75000 positions
  played 700 games, 22675 / 75000 positions
  played 750 games, 24353 / 75000 positions
  played 800 games, 26006 / 75000 positions
  played 850 games, 27543 / 75000 positions
  played 900 games, 29088 / 75000 positions
  played 950 games, 30677 / 75000 positions
  played 1000 games, 32335 / 75000 positions
  played 1050 games, 34090 / 75000 positions
  played 1100 games, 35720 / 75000 positions
  played 1150 games, 37369 / 75000 positions
  played 1200 games, 39083 / 75000 positions
  played 1250 games, 40673 / 75000 positions
  played 1300 games, 42255 / 75000 positions
  played 1350 games, 43903 / 75000 positions
  played 1400 games, 45566 / 75000 positions
  played 1450 games, 47150 / 75000 positions
  played 1500 games, 48763 / 75000 positions
  played 1550 games, 50327 / 75000 positions
  played 1600 games, 51939 / 75000 positions
  played 1650 games, 53577 / 75000 positions
  played 1700 games, 55206 / 75000 positions
  played 1750 games, 56817 / 75000 positions
  played 1800 games, 58425 / 75000 positions
  played 1850 games, 60134 / 75000 positions
  played 1900 games, 61800 / 75000 positions
  played 1950 games, 63439 / 75000 positions
  played 2000 games, 65063 / 75000 positions
  played 2050 games, 66665 / 75000 positions
  played 2100 games, 68351 / 75000 positions
  played 2150 games, 69865 / 75000 positions
  played 2200 games, 71458 / 75000 positions
  played 2250 games, 72994 / 75000 positions
  played 2300 games, 74671 / 75000 positions
wrote 75000 WDL records to /root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp2-3.jnnw
