gen-data-wdl: n=75000 out=/root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp5-7.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=12271 nnue=/root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/gen4.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1675 / 75000 positions
  played 100 games, 3289 / 75000 positions
  played 150 games, 4955 / 75000 positions
  played 200 games, 6540 / 75000 positions
  played 250 games, 8149 / 75000 positions
  played 300 games, 9895 / 75000 positions
  played 350 games, 11505 / 75000 positions
  played 400 games, 13142 / 75000 positions
  played 450 games, 14766 / 75000 positions
  played 500 games, 16351 / 75000 positions
  played 550 games, 17981 / 75000 positions
  played 600 games, 19530 / 75000 positions
  played 650 games, 21146 / 75000 positions
  played 700 games, 22799 / 75000 positions
  played 750 games, 24413 / 75000 positions
  played 800 games, 26135 / 75000 positions
  played 850 games, 27802 / 75000 positions
  played 900 games, 29412 / 75000 positions
  played 950 games, 31044 / 75000 positions
  played 1000 games, 32727 / 75000 positions
  played 1050 games, 34281 / 75000 positions
  played 1100 games, 35885 / 75000 positions
  played 1150 games, 37482 / 75000 positions
  played 1200 games, 39155 / 75000 positions
  played 1250 games, 40806 / 75000 positions
  played 1300 games, 42397 / 75000 positions
  played 1350 games, 44151 / 75000 positions
  played 1400 games, 45824 / 75000 positions
  played 1450 games, 47520 / 75000 positions
  played 1500 games, 49169 / 75000 positions
  played 1550 games, 50979 / 75000 positions
  played 1600 games, 52618 / 75000 positions
  played 1650 games, 54229 / 75000 positions
  played 1700 games, 55861 / 75000 positions
  played 1750 games, 57531 / 75000 positions
  played 1800 games, 59163 / 75000 positions
  played 1850 games, 60814 / 75000 positions
  played 1900 games, 62448 / 75000 positions
  played 1950 games, 64060 / 75000 positions
  played 2000 games, 65673 / 75000 positions
  played 2050 games, 67286 / 75000 positions
  played 2100 games, 68954 / 75000 positions
  played 2150 games, 70549 / 75000 positions
  played 2200 games, 72225 / 75000 positions
  played 2250 games, 73766 / 75000 positions
wrote 75000 WDL records to /root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp5-7.jnnw
