gen-data-wdl: n=75000 out=/root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp2-2.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=10684 nnue=/root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1668 / 75000 positions
  played 100 games, 3326 / 75000 positions
  played 150 games, 4848 / 75000 positions
  played 200 games, 6471 / 75000 positions
  played 250 games, 8187 / 75000 positions
  played 300 games, 9923 / 75000 positions
  played 350 games, 11556 / 75000 positions
  played 400 games, 13249 / 75000 positions
  played 450 games, 14860 / 75000 positions
  played 500 games, 16512 / 75000 positions
  played 550 games, 18173 / 75000 positions
  played 600 games, 19886 / 75000 positions
  played 650 games, 21527 / 75000 positions
  played 700 games, 23126 / 75000 positions
  played 750 games, 24843 / 75000 positions
  played 800 games, 26452 / 75000 positions
  played 850 games, 28008 / 75000 positions
  played 900 games, 29639 / 75000 positions
  played 950 games, 31357 / 75000 positions
  played 1000 games, 33000 / 75000 positions
  played 1050 games, 34619 / 75000 positions
  played 1100 games, 36400 / 75000 positions
  played 1150 games, 38108 / 75000 positions
  played 1200 games, 39643 / 75000 positions
  played 1250 games, 41366 / 75000 positions
  played 1300 games, 42976 / 75000 positions
  played 1350 games, 44663 / 75000 positions
  played 1400 games, 46346 / 75000 positions
  played 1450 games, 48023 / 75000 positions
  played 1500 games, 49664 / 75000 positions
  played 1550 games, 51301 / 75000 positions
  played 1600 games, 52914 / 75000 positions
  played 1650 games, 54607 / 75000 positions
  played 1700 games, 56187 / 75000 positions
  played 1750 games, 57885 / 75000 positions
  played 1800 games, 59584 / 75000 positions
  played 1850 games, 61118 / 75000 positions
  played 1900 games, 62743 / 75000 positions
  played 1950 games, 64417 / 75000 positions
  played 2000 games, 66195 / 75000 positions
  played 2050 games, 67680 / 75000 positions
  played 2100 games, 69289 / 75000 positions
  played 2150 games, 71008 / 75000 positions
  played 2200 games, 72526 / 75000 positions
  played 2250 games, 74198 / 75000 positions
wrote 75000 WDL records to /root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp2-2.jnnw
