gen-data-wdl: n=75000 out=/root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp3-5.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=7234 nnue=/root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1560 / 75000 positions
  played 100 games, 3213 / 75000 positions
  played 150 games, 4864 / 75000 positions
  played 200 games, 6475 / 75000 positions
  played 250 games, 7972 / 75000 positions
  played 300 games, 9655 / 75000 positions
  played 350 games, 11267 / 75000 positions
  played 400 games, 12846 / 75000 positions
  played 450 games, 14485 / 75000 positions
  played 500 games, 16137 / 75000 positions
  played 550 games, 17767 / 75000 positions
  played 600 games, 19443 / 75000 positions
  played 650 games, 21112 / 75000 positions
  played 700 games, 22742 / 75000 positions
  played 750 games, 24351 / 75000 positions
  played 800 games, 26014 / 75000 positions
  played 850 games, 27547 / 75000 positions
  played 900 games, 29202 / 75000 positions
  played 950 games, 30897 / 75000 positions
  played 1000 games, 32553 / 75000 positions
  played 1050 games, 34216 / 75000 positions
  played 1100 games, 35825 / 75000 positions
  played 1150 games, 37492 / 75000 positions
  played 1200 games, 39104 / 75000 positions
  played 1250 games, 40726 / 75000 positions
  played 1300 games, 42316 / 75000 positions
  played 1350 games, 43946 / 75000 positions
  played 1400 games, 45542 / 75000 positions
  played 1450 games, 47215 / 75000 positions
  played 1500 games, 48795 / 75000 positions
  played 1550 games, 50471 / 75000 positions
  played 1600 games, 52130 / 75000 positions
  played 1650 games, 53782 / 75000 positions
  played 1700 games, 55284 / 75000 positions
  played 1750 games, 56945 / 75000 positions
  played 1800 games, 58528 / 75000 positions
  played 1850 games, 60142 / 75000 positions
  played 1900 games, 61857 / 75000 positions
  played 1950 games, 63359 / 75000 positions
  played 2000 games, 64911 / 75000 positions
  played 2050 games, 66475 / 75000 positions
  played 2100 games, 68034 / 75000 positions
  played 2150 games, 69656 / 75000 positions
  played 2200 games, 71381 / 75000 positions
  played 2250 games, 73057 / 75000 positions
  played 2300 games, 74644 / 75000 positions
wrote 75000 WDL records to /root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp3-5.jnnw
