gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp0-7.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=27683 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1576 / 37500 positions
  played 100 games, 3208 / 37500 positions
  played 150 games, 4776 / 37500 positions
  played 200 games, 6347 / 37500 positions
  played 250 games, 7965 / 37500 positions
  played 300 games, 9500 / 37500 positions
  played 350 games, 11086 / 37500 positions
  played 400 games, 12701 / 37500 positions
  played 450 games, 14238 / 37500 positions
  played 500 games, 15786 / 37500 positions
  played 550 games, 17362 / 37500 positions
  played 600 games, 18873 / 37500 positions
  played 650 games, 20418 / 37500 positions
  played 700 games, 22055 / 37500 positions
  played 750 games, 23792 / 37500 positions
  played 800 games, 25356 / 37500 positions
  played 850 games, 26895 / 37500 positions
  played 900 games, 28388 / 37500 positions
  played 950 games, 29933 / 37500 positions
  played 1000 games, 31439 / 37500 positions
  played 1050 games, 33008 / 37500 positions
  played 1100 games, 34638 / 37500 positions
  played 1150 games, 36193 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0276-selfplay-features/artefacts.src/sp0-7.jnnw
