gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/sp6-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=14165 nnue=/root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/gen5.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1560 / 37500 positions
  played 100 games, 3085 / 37500 positions
  played 150 games, 4684 / 37500 positions
  played 200 games, 6201 / 37500 positions
  played 250 games, 7778 / 37500 positions
  played 300 games, 9409 / 37500 positions
  played 350 games, 10959 / 37500 positions
  played 400 games, 12477 / 37500 positions
  played 450 games, 14123 / 37500 positions
  played 500 games, 15775 / 37500 positions
  played 550 games, 17379 / 37500 positions
  played 600 games, 18936 / 37500 positions
  played 650 games, 20495 / 37500 positions
  played 700 games, 22018 / 37500 positions
  played 750 games, 23666 / 37500 positions
  played 800 games, 25244 / 37500 positions
  played 850 games, 26730 / 37500 positions
  played 900 games, 28309 / 37500 positions
  played 950 games, 29822 / 37500 positions
  played 1000 games, 31549 / 37500 positions
  played 1050 games, 33073 / 37500 positions
  played 1100 games, 34683 / 37500 positions
  played 1150 games, 36213 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/sp6-3.jnnw
