gen-data-wdl: n=25000 out=/root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/sp0-1.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=14704 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1480 / 25000 positions
  played 100 games, 3108 / 25000 positions
  played 150 games, 4653 / 25000 positions
  played 200 games, 6243 / 25000 positions
  played 250 games, 7897 / 25000 positions
  played 300 games, 9462 / 25000 positions
  played 350 games, 10962 / 25000 positions
  played 400 games, 12550 / 25000 positions
  played 450 games, 14014 / 25000 positions
  played 500 games, 15666 / 25000 positions
  played 550 games, 17195 / 25000 positions
  played 600 games, 18856 / 25000 positions
  played 650 games, 20439 / 25000 positions
  played 700 games, 22016 / 25000 positions
  played 750 games, 23590 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/sp0-1.jnnw
