gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/sp3-4.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=26848 nnue=/root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1681 / 37500 positions
  played 100 games, 3379 / 37500 positions
  played 150 games, 5000 / 37500 positions
  played 200 games, 6576 / 37500 positions
  played 250 games, 8124 / 37500 positions
  played 300 games, 9732 / 37500 positions
  played 350 games, 11414 / 37500 positions
  played 400 games, 13008 / 37500 positions
  played 450 games, 14638 / 37500 positions
  played 500 games, 16272 / 37500 positions
  played 550 games, 17870 / 37500 positions
  played 600 games, 19438 / 37500 positions
  played 650 games, 21059 / 37500 positions
  played 700 games, 22623 / 37500 positions
  played 750 games, 24152 / 37500 positions
  played 800 games, 25671 / 37500 positions
  played 850 games, 27220 / 37500 positions
  played 900 games, 28789 / 37500 positions
  played 950 games, 30368 / 37500 positions
  played 1000 games, 32069 / 37500 positions
  played 1050 games, 33582 / 37500 positions
  played 1100 games, 35169 / 37500 positions
  played 1150 games, 36807 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/sp3-4.jnnw
