gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/sp1-6.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=25677 nnue=/root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1566 / 37500 positions
  played 100 games, 3104 / 37500 positions
  played 150 games, 4658 / 37500 positions
  played 200 games, 6224 / 37500 positions
  played 250 games, 7668 / 37500 positions
  played 300 games, 9241 / 37500 positions
  played 350 games, 10866 / 37500 positions
  played 400 games, 12574 / 37500 positions
  played 450 games, 14141 / 37500 positions
  played 500 games, 15605 / 37500 positions
  played 550 games, 17212 / 37500 positions
  played 600 games, 18733 / 37500 positions
  played 650 games, 20331 / 37500 positions
  played 700 games, 21827 / 37500 positions
  played 750 games, 23357 / 37500 positions
  played 800 games, 25048 / 37500 positions
  played 850 games, 26702 / 37500 positions
  played 900 games, 28206 / 37500 positions
  played 950 games, 29861 / 37500 positions
  played 1000 games, 31394 / 37500 positions
  played 1050 games, 32983 / 37500 positions
  played 1100 games, 34486 / 37500 positions
  played 1150 games, 36133 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/sp1-6.jnnw
