gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/sp5-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=4118 nnue=/root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/gen4.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1533 / 37500 positions
  played 100 games, 3154 / 37500 positions
  played 150 games, 4822 / 37500 positions
  played 200 games, 6361 / 37500 positions
  played 250 games, 7981 / 37500 positions
  played 300 games, 9581 / 37500 positions
  played 350 games, 11067 / 37500 positions
  played 400 games, 12670 / 37500 positions
  played 450 games, 14296 / 37500 positions
  played 500 games, 15831 / 37500 positions
  played 550 games, 17436 / 37500 positions
  played 600 games, 19043 / 37500 positions
  played 650 games, 20669 / 37500 positions
  played 700 games, 22227 / 37500 positions
  played 750 games, 23813 / 37500 positions
  played 800 games, 25443 / 37500 positions
  played 850 games, 27107 / 37500 positions
  played 900 games, 28723 / 37500 positions
  played 950 games, 30307 / 37500 positions
  played 1000 games, 31840 / 37500 positions
  played 1050 games, 33496 / 37500 positions
  played 1100 games, 35057 / 37500 positions
  played 1150 games, 36602 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/sp5-3.jnnw
