gen-data-wdl: n=25000 out=/root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/sp0-2.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=5615 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1480 / 25000 positions
  played 100 games, 2962 / 25000 positions
  played 150 games, 4548 / 25000 positions
  played 200 games, 6076 / 25000 positions
  played 250 games, 7686 / 25000 positions
  played 300 games, 9187 / 25000 positions
  played 350 games, 10751 / 25000 positions
  played 400 games, 12260 / 25000 positions
  played 450 games, 13712 / 25000 positions
  played 500 games, 15208 / 25000 positions
  played 550 games, 16821 / 25000 positions
  played 600 games, 18351 / 25000 positions
  played 650 games, 20048 / 25000 positions
  played 700 games, 21689 / 25000 positions
  played 750 games, 23260 / 25000 positions
  played 800 games, 24823 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/sp0-2.jnnw
