gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/sp5-5.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=1499 nnue=/root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/gen4.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1521 / 37500 positions
  played 100 games, 3166 / 37500 positions
  played 150 games, 4783 / 37500 positions
  played 200 games, 6341 / 37500 positions
  played 250 games, 7920 / 37500 positions
  played 300 games, 9503 / 37500 positions
  played 350 games, 11104 / 37500 positions
  played 400 games, 12696 / 37500 positions
  played 450 games, 14232 / 37500 positions
  played 500 games, 15826 / 37500 positions
  played 550 games, 17455 / 37500 positions
  played 600 games, 18984 / 37500 positions
  played 650 games, 20603 / 37500 positions
  played 700 games, 22177 / 37500 positions
  played 750 games, 23662 / 37500 positions
  played 800 games, 25196 / 37500 positions
  played 850 games, 26806 / 37500 positions
  played 900 games, 28322 / 37500 positions
  played 950 games, 29794 / 37500 positions
  played 1000 games, 31250 / 37500 positions
  played 1050 games, 32865 / 37500 positions
  played 1100 games, 34478 / 37500 positions
  played 1150 games, 36069 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/sp5-5.jnnw
