gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/sp2-4.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=3532 nnue=/root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1517 / 37500 positions
  played 100 games, 3015 / 37500 positions
  played 150 games, 4536 / 37500 positions
  played 200 games, 6095 / 37500 positions
  played 250 games, 7625 / 37500 positions
  played 300 games, 9177 / 37500 positions
  played 350 games, 10749 / 37500 positions
  played 400 games, 12357 / 37500 positions
  played 450 games, 13856 / 37500 positions
  played 500 games, 15407 / 37500 positions
  played 550 games, 17060 / 37500 positions
  played 600 games, 18594 / 37500 positions
  played 650 games, 20212 / 37500 positions
  played 700 games, 21695 / 37500 positions
  played 750 games, 23258 / 37500 positions
  played 800 games, 24852 / 37500 positions
  played 850 games, 26442 / 37500 positions
  played 900 games, 27967 / 37500 positions
  played 950 games, 29630 / 37500 positions
  played 1000 games, 31264 / 37500 positions
  played 1050 games, 32801 / 37500 positions
  played 1100 games, 34406 / 37500 positions
  played 1150 games, 36012 / 37500 positions
  played 1200 games, 37493 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0227-fullfold-loop/artefacts.src/sp2-4.jnnw
