gen-data-wdl: n=25000 out=/root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp0-6.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=17356 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1550 / 25000 positions
  played 100 games, 3276 / 25000 positions
  played 150 games, 4882 / 25000 positions
  played 200 games, 6460 / 25000 positions
  played 250 games, 8071 / 25000 positions
  played 300 games, 9651 / 25000 positions
  played 350 games, 11269 / 25000 positions
  played 400 games, 12813 / 25000 positions
  played 450 games, 14372 / 25000 positions
  played 500 games, 15870 / 25000 positions
  played 550 games, 17549 / 25000 positions
  played 600 games, 19177 / 25000 positions
  played 650 games, 20773 / 25000 positions
  played 700 games, 22300 / 25000 positions
  played 750 games, 23847 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp0-6.jnnw
