gen-data-wdl: n=93750 out=/root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp5-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=8826 nnue=/root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/gen4.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1571 / 93750 positions
  played 100 games, 3165 / 93750 positions
  played 150 games, 4779 / 93750 positions
  played 200 games, 6352 / 93750 positions
  played 250 games, 7879 / 93750 positions
  played 300 games, 9554 / 93750 positions
  played 350 games, 11129 / 93750 positions
  played 400 games, 12615 / 93750 positions
  played 450 games, 14163 / 93750 positions
  played 500 games, 15679 / 93750 positions
  played 550 games, 17314 / 93750 positions
  played 600 games, 18896 / 93750 positions
  played 650 games, 20443 / 93750 positions
  played 700 games, 22077 / 93750 positions
  played 750 games, 23733 / 93750 positions
  played 800 games, 25310 / 93750 positions
  played 850 games, 26820 / 93750 positions
  played 900 games, 28415 / 93750 positions
  played 950 games, 29962 / 93750 positions
  played 1000 games, 31460 / 93750 positions
  played 1050 games, 32954 / 93750 positions
  played 1100 games, 34540 / 93750 positions
  played 1150 games, 36104 / 93750 positions
  played 1200 games, 37790 / 93750 positions
  played 1250 games, 39374 / 93750 positions
  played 1300 games, 41004 / 93750 positions
  played 1350 games, 42643 / 93750 positions
  played 1400 games, 44166 / 93750 positions
  played 1450 games, 45740 / 93750 positions
  played 1500 games, 47262 / 93750 positions
  played 1550 games, 48841 / 93750 positions
  played 1600 games, 50398 / 93750 positions
  played 1650 games, 51929 / 93750 positions
  played 1700 games, 53478 / 93750 positions
  played 1750 games, 55012 / 93750 positions
  played 1800 games, 56625 / 93750 positions
  played 1850 games, 58263 / 93750 positions
  played 1900 games, 59920 / 93750 positions
  played 1950 games, 61538 / 93750 positions
  played 2000 games, 63172 / 93750 positions
  played 2050 games, 64733 / 93750 positions
  played 2100 games, 66282 / 93750 positions
  played 2150 games, 67894 / 93750 positions
  played 2200 games, 69485 / 93750 positions
  played 2250 games, 71100 / 93750 positions
  played 2300 games, 72732 / 93750 positions
  played 2350 games, 74369 / 93750 positions
  played 2400 games, 75833 / 93750 positions
  played 2450 games, 77477 / 93750 positions
  played 2500 games, 79004 / 93750 positions
  played 2550 games, 80592 / 93750 positions
  played 2600 games, 82130 / 93750 positions
  played 2650 games, 83693 / 93750 positions
  played 2700 games, 85256 / 93750 positions
  played 2750 games, 86763 / 93750 positions
  played 2800 games, 88394 / 93750 positions
  played 2850 games, 89904 / 93750 positions
  played 2900 games, 91461 / 93750 positions
  played 2950 games, 92961 / 93750 positions
wrote 93750 WDL records to /root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp5-3.jnnw
