gen-data-wdl: n=25000 out=/root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp0-1.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=25079 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1620 / 25000 positions
  played 100 games, 3178 / 25000 positions
  played 150 games, 4833 / 25000 positions
  played 200 games, 6419 / 25000 positions
  played 250 games, 8004 / 25000 positions
  played 300 games, 9518 / 25000 positions
  played 350 games, 11087 / 25000 positions
  played 400 games, 12722 / 25000 positions
  played 450 games, 14440 / 25000 positions
  played 500 games, 15946 / 25000 positions
  played 550 games, 17393 / 25000 positions
  played 600 games, 18914 / 25000 positions
  played 650 games, 20399 / 25000 positions
  played 700 games, 22006 / 25000 positions
  played 750 games, 23599 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp0-1.jnnw
