gen-data-wdl: n=25000 out=/root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp0-12.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=1310 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1520 / 25000 positions
  played 100 games, 2995 / 25000 positions
  played 150 games, 4527 / 25000 positions
  played 200 games, 6059 / 25000 positions
  played 250 games, 7705 / 25000 positions
  played 300 games, 9291 / 25000 positions
  played 350 games, 10910 / 25000 positions
  played 400 games, 12534 / 25000 positions
  played 450 games, 14042 / 25000 positions
  played 500 games, 15547 / 25000 positions
  played 550 games, 17089 / 25000 positions
  played 600 games, 18679 / 25000 positions
  played 650 games, 20335 / 25000 positions
  played 700 games, 21906 / 25000 positions
  played 750 games, 23419 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp0-12.jnnw
