gen-data-wdl: n=93750 out=/root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp4-16.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=19959 nnue=/root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1580 / 93750 positions
  played 100 games, 3253 / 93750 positions
  played 150 games, 4822 / 93750 positions
  played 200 games, 6312 / 93750 positions
  played 250 games, 7850 / 93750 positions
  played 300 games, 9416 / 93750 positions
  played 350 games, 10849 / 93750 positions
  played 400 games, 12394 / 93750 positions
  played 450 games, 13982 / 93750 positions
  played 500 games, 15495 / 93750 positions
  played 550 games, 17165 / 93750 positions
  played 600 games, 18706 / 93750 positions
  played 650 games, 20298 / 93750 positions
  played 700 games, 21924 / 93750 positions
  played 750 games, 23431 / 93750 positions
  played 800 games, 25086 / 93750 positions
  played 850 games, 26651 / 93750 positions
  played 900 games, 28308 / 93750 positions
  played 950 games, 29710 / 93750 positions
  played 1000 games, 31306 / 93750 positions
  played 1050 games, 32849 / 93750 positions
  played 1100 games, 34477 / 93750 positions
  played 1150 games, 36042 / 93750 positions
  played 1200 games, 37707 / 93750 positions
  played 1250 games, 39228 / 93750 positions
  played 1300 games, 40766 / 93750 positions
  played 1350 games, 42343 / 93750 positions
  played 1400 games, 43940 / 93750 positions
  played 1450 games, 45564 / 93750 positions
  played 1500 games, 47168 / 93750 positions
  played 1550 games, 48667 / 93750 positions
  played 1600 games, 50286 / 93750 positions
  played 1650 games, 51909 / 93750 positions
  played 1700 games, 53411 / 93750 positions
  played 1750 games, 54958 / 93750 positions
  played 1800 games, 56403 / 93750 positions
  played 1850 games, 57953 / 93750 positions
  played 1900 games, 59498 / 93750 positions
  played 1950 games, 60995 / 93750 positions
  played 2000 games, 62529 / 93750 positions
  played 2050 games, 64107 / 93750 positions
  played 2100 games, 65694 / 93750 positions
  played 2150 games, 67233 / 93750 positions
  played 2200 games, 68914 / 93750 positions
  played 2250 games, 70518 / 93750 positions
  played 2300 games, 72113 / 93750 positions
  played 2350 games, 73594 / 93750 positions
  played 2400 games, 75251 / 93750 positions
  played 2450 games, 76812 / 93750 positions
  played 2500 games, 78363 / 93750 positions
  played 2550 games, 79958 / 93750 positions
  played 2600 games, 81476 / 93750 positions
  played 2650 games, 83063 / 93750 positions
  played 2700 games, 84599 / 93750 positions
  played 2750 games, 86119 / 93750 positions
  played 2800 games, 87565 / 93750 positions
  played 2850 games, 89047 / 93750 positions
  played 2900 games, 90620 / 93750 positions
  played 2950 games, 92168 / 93750 positions
  played 3000 games, 93603 / 93750 positions
wrote 93750 WDL records to /root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp4-16.jnnw
