gen-data-wdl: n=93750 out=/root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp3-11.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=32401 nnue=/root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1490 / 93750 positions
  played 100 games, 3008 / 93750 positions
  played 150 games, 4697 / 93750 positions
  played 200 games, 6264 / 93750 positions
  played 250 games, 7897 / 93750 positions
  played 300 games, 9513 / 93750 positions
  played 350 games, 11114 / 93750 positions
  played 400 games, 12697 / 93750 positions
  played 450 games, 14321 / 93750 positions
  played 500 games, 15806 / 93750 positions
  played 550 games, 17316 / 93750 positions
  played 600 games, 18870 / 93750 positions
  played 650 games, 20379 / 93750 positions
  played 700 games, 21893 / 93750 positions
  played 750 games, 23390 / 93750 positions
  played 800 games, 24935 / 93750 positions
  played 850 games, 26491 / 93750 positions
  played 900 games, 28035 / 93750 positions
  played 950 games, 29670 / 93750 positions
  played 1000 games, 31337 / 93750 positions
  played 1050 games, 32889 / 93750 positions
  played 1100 games, 34530 / 93750 positions
  played 1150 games, 36121 / 93750 positions
  played 1200 games, 37752 / 93750 positions
  played 1250 games, 39299 / 93750 positions
  played 1300 games, 40887 / 93750 positions
  played 1350 games, 42575 / 93750 positions
  played 1400 games, 44162 / 93750 positions
  played 1450 games, 45767 / 93750 positions
  played 1500 games, 47336 / 93750 positions
  played 1550 games, 48868 / 93750 positions
  played 1600 games, 50467 / 93750 positions
  played 1650 games, 52054 / 93750 positions
  played 1700 games, 53568 / 93750 positions
  played 1750 games, 55170 / 93750 positions
  played 1800 games, 56654 / 93750 positions
  played 1850 games, 58178 / 93750 positions
  played 1900 games, 59693 / 93750 positions
  played 1950 games, 61204 / 93750 positions
  played 2000 games, 62828 / 93750 positions
  played 2050 games, 64449 / 93750 positions
  played 2100 games, 66126 / 93750 positions
  played 2150 games, 67664 / 93750 positions
  played 2200 games, 69321 / 93750 positions
  played 2250 games, 70921 / 93750 positions
  played 2300 games, 72514 / 93750 positions
  played 2350 games, 74028 / 93750 positions
  played 2400 games, 75671 / 93750 positions
  played 2450 games, 77242 / 93750 positions
  played 2500 games, 78772 / 93750 positions
  played 2550 games, 80400 / 93750 positions
  played 2600 games, 82074 / 93750 positions
  played 2650 games, 83739 / 93750 positions
  played 2700 games, 85304 / 93750 positions
  played 2750 games, 86843 / 93750 positions
  played 2800 games, 88404 / 93750 positions
  played 2850 games, 90022 / 93750 positions
  played 2900 games, 91567 / 93750 positions
  played 2950 games, 93143 / 93750 positions
wrote 93750 WDL records to /root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp3-11.jnnw
