gen-data-wdl: n=93750 out=/root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp4-1.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=16847 nnue=/root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1568 / 93750 positions
  played 100 games, 3125 / 93750 positions
  played 150 games, 4758 / 93750 positions
  played 200 games, 6391 / 93750 positions
  played 250 games, 8085 / 93750 positions
  played 300 games, 9632 / 93750 positions
  played 350 games, 11199 / 93750 positions
  played 400 games, 12793 / 93750 positions
  played 450 games, 14422 / 93750 positions
  played 500 games, 16021 / 93750 positions
  played 550 games, 17629 / 93750 positions
  played 600 games, 19267 / 93750 positions
  played 650 games, 20931 / 93750 positions
  played 700 games, 22464 / 93750 positions
  played 750 games, 23972 / 93750 positions
  played 800 games, 25523 / 93750 positions
  played 850 games, 27047 / 93750 positions
  played 900 games, 28567 / 93750 positions
  played 950 games, 30182 / 93750 positions
  played 1000 games, 31842 / 93750 positions
  played 1050 games, 33432 / 93750 positions
  played 1100 games, 35085 / 93750 positions
  played 1150 games, 36593 / 93750 positions
  played 1200 games, 38103 / 93750 positions
  played 1250 games, 39700 / 93750 positions
  played 1300 games, 41260 / 93750 positions
  played 1350 games, 42714 / 93750 positions
  played 1400 games, 44285 / 93750 positions
  played 1450 games, 45966 / 93750 positions
  played 1500 games, 47506 / 93750 positions
  played 1550 games, 49136 / 93750 positions
  played 1600 games, 50706 / 93750 positions
  played 1650 games, 52273 / 93750 positions
  played 1700 games, 53953 / 93750 positions
  played 1750 games, 55439 / 93750 positions
  played 1800 games, 57143 / 93750 positions
  played 1850 games, 58683 / 93750 positions
  played 1900 games, 60304 / 93750 positions
  played 1950 games, 61885 / 93750 positions
  played 2000 games, 63492 / 93750 positions
  played 2050 games, 65068 / 93750 positions
  played 2100 games, 66644 / 93750 positions
  played 2150 games, 68227 / 93750 positions
  played 2200 games, 69711 / 93750 positions
  played 2250 games, 71316 / 93750 positions
  played 2300 games, 72964 / 93750 positions
  played 2350 games, 74518 / 93750 positions
  played 2400 games, 76157 / 93750 positions
  played 2450 games, 77633 / 93750 positions
  played 2500 games, 79198 / 93750 positions
  played 2550 games, 80771 / 93750 positions
  played 2600 games, 82408 / 93750 positions
  played 2650 games, 83897 / 93750 positions
  played 2700 games, 85509 / 93750 positions
  played 2750 games, 87057 / 93750 positions
  played 2800 games, 88580 / 93750 positions
  played 2850 games, 90076 / 93750 positions
  played 2900 games, 91583 / 93750 positions
  played 2950 games, 93331 / 93750 positions
wrote 93750 WDL records to /root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp4-1.jnnw
