gen-data-wdl: n=25000 out=/root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp0-15.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=12443 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1663 / 25000 positions
  played 100 games, 3333 / 25000 positions
  played 150 games, 4801 / 25000 positions
  played 200 games, 6388 / 25000 positions
  played 250 games, 7834 / 25000 positions
  played 300 games, 9524 / 25000 positions
  played 350 games, 11128 / 25000 positions
  played 400 games, 12755 / 25000 positions
  played 450 games, 14279 / 25000 positions
  played 500 games, 15874 / 25000 positions
  played 550 games, 17536 / 25000 positions
  played 600 games, 19072 / 25000 positions
  played 650 games, 20655 / 25000 positions
  played 700 games, 22316 / 25000 positions
  played 750 games, 23867 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp0-15.jnnw
