gen-data-wdl: n=25000 out=/root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp0-8.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=1161 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1569 / 25000 positions
  played 100 games, 3231 / 25000 positions
  played 150 games, 4728 / 25000 positions
  played 200 games, 6284 / 25000 positions
  played 250 games, 7874 / 25000 positions
  played 300 games, 9500 / 25000 positions
  played 350 games, 11094 / 25000 positions
  played 400 games, 12663 / 25000 positions
  played 450 games, 14173 / 25000 positions
  played 500 games, 15793 / 25000 positions
  played 550 games, 17384 / 25000 positions
  played 600 games, 18951 / 25000 positions
  played 650 games, 20500 / 25000 positions
  played 700 games, 22186 / 25000 positions
  played 750 games, 23828 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp0-8.jnnw
