gen-data-wdl: n=93750 out=/root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp3-9.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=9011 nnue=/root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1527 / 93750 positions
  played 100 games, 3032 / 93750 positions
  played 150 games, 4532 / 93750 positions
  played 200 games, 6080 / 93750 positions
  played 250 games, 7639 / 93750 positions
  played 300 games, 9203 / 93750 positions
  played 350 games, 10810 / 93750 positions
  played 400 games, 12351 / 93750 positions
  played 450 games, 14042 / 93750 positions
  played 500 games, 15561 / 93750 positions
  played 550 games, 17175 / 93750 positions
  played 600 games, 18713 / 93750 positions
  played 650 games, 20285 / 93750 positions
  played 700 games, 21908 / 93750 positions
  played 750 games, 23451 / 93750 positions
  played 800 games, 24966 / 93750 positions
  played 850 games, 26503 / 93750 positions
  played 900 games, 28143 / 93750 positions
  played 950 games, 29742 / 93750 positions
  played 1000 games, 31255 / 93750 positions
  played 1050 games, 32751 / 93750 positions
  played 1100 games, 34352 / 93750 positions
  played 1150 games, 36000 / 93750 positions
  played 1200 games, 37546 / 93750 positions
  played 1250 games, 39031 / 93750 positions
  played 1300 games, 40643 / 93750 positions
  played 1350 games, 42162 / 93750 positions
  played 1400 games, 43808 / 93750 positions
  played 1450 games, 45235 / 93750 positions
  played 1500 games, 46866 / 93750 positions
  played 1550 games, 48354 / 93750 positions
  played 1600 games, 49914 / 93750 positions
  played 1650 games, 51510 / 93750 positions
  played 1700 games, 53042 / 93750 positions
  played 1750 games, 54687 / 93750 positions
  played 1800 games, 56155 / 93750 positions
  played 1850 games, 57797 / 93750 positions
  played 1900 games, 59123 / 93750 positions
  played 1950 games, 60759 / 93750 positions
  played 2000 games, 62291 / 93750 positions
  played 2050 games, 63932 / 93750 positions
  played 2100 games, 65435 / 93750 positions
  played 2150 games, 67041 / 93750 positions
  played 2200 games, 68645 / 93750 positions
  played 2250 games, 70206 / 93750 positions
  played 2300 games, 71843 / 93750 positions
  played 2350 games, 73497 / 93750 positions
  played 2400 games, 75082 / 93750 positions
  played 2450 games, 76758 / 93750 positions
  played 2500 games, 78298 / 93750 positions
  played 2550 games, 79879 / 93750 positions
  played 2600 games, 81369 / 93750 positions
  played 2650 games, 82962 / 93750 positions
  played 2700 games, 84470 / 93750 positions
  played 2750 games, 86084 / 93750 positions
  played 2800 games, 87673 / 93750 positions
  played 2850 games, 89272 / 93750 positions
  played 2900 games, 90818 / 93750 positions
  played 2950 games, 92471 / 93750 positions
wrote 93750 WDL records to /root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp3-9.jnnw
