gen-data-wdl: n=93750 out=/root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp1-16.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=28187 nnue=/root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1562 / 93750 positions
  played 100 games, 3167 / 93750 positions
  played 150 games, 4775 / 93750 positions
  played 200 games, 6266 / 93750 positions
  played 250 games, 7855 / 93750 positions
  played 300 games, 9404 / 93750 positions
  played 350 games, 10887 / 93750 positions
  played 400 games, 12494 / 93750 positions
  played 450 games, 13988 / 93750 positions
  played 500 games, 15512 / 93750 positions
  played 550 games, 16929 / 93750 positions
  played 600 games, 18527 / 93750 positions
  played 650 games, 20036 / 93750 positions
  played 700 games, 21631 / 93750 positions
  played 750 games, 23028 / 93750 positions
  played 800 games, 24579 / 93750 positions
  played 850 games, 26187 / 93750 positions
  played 900 games, 27637 / 93750 positions
  played 950 games, 29173 / 93750 positions
  played 1000 games, 30661 / 93750 positions
  played 1050 games, 32214 / 93750 positions
  played 1100 games, 33760 / 93750 positions
  played 1150 games, 35257 / 93750 positions
  played 1200 games, 36787 / 93750 positions
  played 1250 games, 38190 / 93750 positions
  played 1300 games, 39732 / 93750 positions
  played 1350 games, 41377 / 93750 positions
  played 1400 games, 42884 / 93750 positions
  played 1450 games, 44512 / 93750 positions
  played 1500 games, 46033 / 93750 positions
  played 1550 games, 47625 / 93750 positions
  played 1600 games, 49206 / 93750 positions
  played 1650 games, 50666 / 93750 positions
  played 1700 games, 52225 / 93750 positions
  played 1750 games, 53749 / 93750 positions
  played 1800 games, 55270 / 93750 positions
  played 1850 games, 56830 / 93750 positions
  played 1900 games, 58426 / 93750 positions
  played 1950 games, 59836 / 93750 positions
  played 2000 games, 61339 / 93750 positions
  played 2050 games, 62879 / 93750 positions
  played 2100 games, 64501 / 93750 positions
  played 2150 games, 66136 / 93750 positions
  played 2200 games, 67698 / 93750 positions
  played 2250 games, 69193 / 93750 positions
  played 2300 games, 70755 / 93750 positions
  played 2350 games, 72329 / 93750 positions
  played 2400 games, 73875 / 93750 positions
  played 2450 games, 75389 / 93750 positions
  played 2500 games, 76926 / 93750 positions
  played 2550 games, 78498 / 93750 positions
  played 2600 games, 79987 / 93750 positions
  played 2650 games, 81636 / 93750 positions
  played 2700 games, 83244 / 93750 positions
  played 2750 games, 84931 / 93750 positions
  played 2800 games, 86526 / 93750 positions
  played 2850 games, 88055 / 93750 positions
  played 2900 games, 89618 / 93750 positions
  played 2950 games, 91141 / 93750 positions
  played 3000 games, 92670 / 93750 positions
wrote 93750 WDL records to /root/jass/jobs/results/cpx62-0244-kingloop-bigvol/artefacts.src/sp1-16.jnnw
