input : /root/jass/jobs/results/0130-phase3-scan-bootstrap-pilot/artefacts.src/master-sample-200K.jnnw (200000 records, processing 25000 from offset 0)
  1000/25000  (4.0%)  rate=69.5 pos/s  eta=5.8 min  skipped=180
  2000/25000  (8.0%)  rate=64.8 pos/s  eta=5.9 min  skipped=372
  3000/25000  (12.0%)  rate=64.5 pos/s  eta=5.7 min  skipped=548
  4000/25000  (16.0%)  rate=64.4 pos/s  eta=5.4 min  skipped=734
  5000/25000  (20.0%)  rate=64.9 pos/s  eta=5.1 min  skipped=908
  6000/25000  (24.0%)  rate=64.8 pos/s  eta=4.9 min  skipped=1096
  7000/25000  (28.0%)  rate=64.7 pos/s  eta=4.6 min  skipped=1258
  8000/25000  (32.0%)  rate=64.5 pos/s  eta=4.4 min  skipped=1428
  9000/25000  (36.0%)  rate=64.5 pos/s  eta=4.1 min  skipped=1603
  10000/25000  (40.0%)  rate=64.9 pos/s  eta=3.9 min  skipped=1775
  11000/25000  (44.0%)  rate=65.6 pos/s  eta=3.6 min  skipped=1977
  12000/25000  (48.0%)  rate=65.8 pos/s  eta=3.3 min  skipped=2146
  13000/25000  (52.0%)  rate=65.9 pos/s  eta=3.0 min  skipped=2318
  14000/25000  (56.0%)  rate=66.1 pos/s  eta=2.8 min  skipped=2507
  15000/25000  (60.0%)  rate=66.5 pos/s  eta=2.5 min  skipped=2702
  16000/25000  (64.0%)  rate=66.6 pos/s  eta=2.3 min  skipped=2882
  17000/25000  (68.0%)  rate=66.5 pos/s  eta=2.0 min  skipped=3079
  18000/25000  (72.0%)  rate=66.6 pos/s  eta=1.8 min  skipped=3284
  19000/25000  (76.0%)  rate=66.5 pos/s  eta=1.5 min  skipped=3481
  20000/25000  (80.0%)  rate=66.3 pos/s  eta=1.3 min  skipped=3664
  21000/25000  (84.0%)  rate=66.4 pos/s  eta=1.0 min  skipped=3852
  22000/25000  (88.0%)  rate=66.4 pos/s  eta=0.8 min  skipped=4036
  23000/25000  (92.0%)  rate=66.4 pos/s  eta=0.5 min  skipped=4239
  24000/25000  (96.0%)  rate=66.3 pos/s  eta=0.3 min  skipped=4400
  25000/25000  (100.0%)  rate=66.7 pos/s  eta=0.0 min  skipped=4597
wrote /root/jass/jobs/results/0130-phase3-scan-bootstrap-pilot/artefacts.src/shard-0.jnnw (25000 records, 4597 skipped)
