0	0	0	0	0.3333	ok
1	0	0	1	0.4208	ok
0	1	0	1	0.3417	ok
1	1	0	0	0.5125	ok
0	0	1	1	0.3208	ok
1	0	1	0	0.5000	ok
0	1	1	0	0.3333	ok
1	1	1	1	0.4500	ok
