gen-data-wdl: n=125000 out=/root/jass/jobs/results/0196-selfplay-wdl-1M/artefacts.src/sp-4.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=104 nnue=/root/jass/jobs/results/0196-selfplay-wdl-1M/artefacts.src/champ.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1868 / 125000 positions
  played 100 games, 3706 / 125000 positions
  played 150 games, 5659 / 125000 positions
  played 200 games, 7656 / 125000 positions
  played 250 games, 9513 / 125000 positions
  played 300 games, 11353 / 125000 positions
  played 350 games, 13339 / 125000 positions
  played 400 games, 15154 / 125000 positions
  played 450 games, 17027 / 125000 positions
  played 500 games, 18925 / 125000 positions
  played 550 games, 20953 / 125000 positions
  played 600 games, 22971 / 125000 positions
  played 650 games, 24792 / 125000 positions
  played 700 games, 26594 / 125000 positions
  played 750 games, 28457 / 125000 positions
  played 800 games, 30277 / 125000 positions
  played 850 games, 32168 / 125000 positions
  played 900 games, 34097 / 125000 positions
  played 950 games, 35989 / 125000 positions
  played 1000 games, 37912 / 125000 positions
  played 1050 games, 39677 / 125000 positions
  played 1100 games, 41558 / 125000 positions
  played 1150 games, 43508 / 125000 positions
  played 1200 games, 45387 / 125000 positions
  played 1250 games, 47257 / 125000 positions
  played 1300 games, 49336 / 125000 positions
  played 1350 games, 51205 / 125000 positions
  played 1400 games, 53189 / 125000 positions
  played 1450 games, 55246 / 125000 positions
  played 1500 games, 57055 / 125000 positions
  played 1550 games, 58976 / 125000 positions
  played 1600 games, 60992 / 125000 positions
  played 1650 games, 62782 / 125000 positions
  played 1700 games, 64706 / 125000 positions
  played 1750 games, 66639 / 125000 positions
  played 1800 games, 68522 / 125000 positions
  played 1850 games, 70496 / 125000 positions
  played 1900 games, 72298 / 125000 positions
  played 1950 games, 74216 / 125000 positions
  played 2000 games, 76234 / 125000 positions
  played 2050 games, 78021 / 125000 positions
  played 2100 games, 79964 / 125000 positions
  played 2150 games, 81873 / 125000 positions
  played 2200 games, 83833 / 125000 positions
  played 2250 games, 85594 / 125000 positions
  played 2300 games, 87563 / 125000 positions
  played 2350 games, 89524 / 125000 positions
  played 2400 games, 91260 / 125000 positions
  played 2450 games, 93104 / 125000 positions
  played 2500 games, 94949 / 125000 positions
  played 2550 games, 96734 / 125000 positions
  played 2600 games, 98582 / 125000 positions
  played 2650 games, 100467 / 125000 positions
  played 2700 games, 102466 / 125000 positions
  played 2750 games, 104398 / 125000 positions
  played 2800 games, 106232 / 125000 positions
  played 2850 games, 108073 / 125000 positions
  played 2900 games, 109927 / 125000 positions
  played 2950 games, 111888 / 125000 positions
  played 3000 games, 113769 / 125000 positions
  played 3050 games, 115759 / 125000 positions
  played 3100 games, 117728 / 125000 positions
  played 3150 games, 119635 / 125000 positions
  played 3200 games, 121534 / 125000 positions
  played 3250 games, 123355 / 125000 positions
wrote 125000 WDL records to /root/jass/jobs/results/0196-selfplay-wdl-1M/artefacts.src/sp-4.jnnw
