gen-data-wdl: n=125000 out=/root/jass/jobs/results/0196-selfplay-wdl-1M/artefacts.src/sp-2.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=102 nnue=/root/jass/jobs/results/0196-selfplay-wdl-1M/artefacts.src/champ.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1885 / 125000 positions
  played 100 games, 3829 / 125000 positions
  played 150 games, 5684 / 125000 positions
  played 200 games, 7550 / 125000 positions
  played 250 games, 9433 / 125000 positions
  played 300 games, 11439 / 125000 positions
  played 350 games, 13307 / 125000 positions
  played 400 games, 15341 / 125000 positions
  played 450 games, 17255 / 125000 positions
  played 500 games, 19110 / 125000 positions
  played 550 games, 21021 / 125000 positions
  played 600 games, 22811 / 125000 positions
  played 650 games, 24754 / 125000 positions
  played 700 games, 26771 / 125000 positions
  played 750 games, 28671 / 125000 positions
  played 800 games, 30614 / 125000 positions
  played 850 games, 32526 / 125000 positions
  played 900 games, 34496 / 125000 positions
  played 950 games, 36376 / 125000 positions
  played 1000 games, 38241 / 125000 positions
  played 1050 games, 40258 / 125000 positions
  played 1100 games, 42313 / 125000 positions
  played 1150 games, 44195 / 125000 positions
  played 1200 games, 46057 / 125000 positions
  played 1250 games, 47882 / 125000 positions
  played 1300 games, 49811 / 125000 positions
  played 1350 games, 51716 / 125000 positions
  played 1400 games, 53518 / 125000 positions
  played 1450 games, 55440 / 125000 positions
  played 1500 games, 57354 / 125000 positions
  played 1550 games, 59373 / 125000 positions
  played 1600 games, 61236 / 125000 positions
  played 1650 games, 63143 / 125000 positions
  played 1700 games, 64943 / 125000 positions
  played 1750 games, 66797 / 125000 positions
  played 1800 games, 68905 / 125000 positions
  played 1850 games, 70718 / 125000 positions
  played 1900 games, 72619 / 125000 positions
  played 1950 games, 74537 / 125000 positions
  played 2000 games, 76487 / 125000 positions
  played 2050 games, 78311 / 125000 positions
  played 2100 games, 80048 / 125000 positions
  played 2150 games, 81857 / 125000 positions
  played 2200 games, 83782 / 125000 positions
  played 2250 games, 85693 / 125000 positions
  played 2300 games, 87707 / 125000 positions
  played 2350 games, 89657 / 125000 positions
  played 2400 games, 91633 / 125000 positions
  played 2450 games, 93501 / 125000 positions
  played 2500 games, 95363 / 125000 positions
  played 2550 games, 97199 / 125000 positions
  played 2600 games, 99003 / 125000 positions
  played 2650 games, 100846 / 125000 positions
  played 2700 games, 102740 / 125000 positions
  played 2750 games, 104680 / 125000 positions
  played 2800 games, 106617 / 125000 positions
  played 2850 games, 108606 / 125000 positions
  played 2900 games, 110560 / 125000 positions
  played 2950 games, 112619 / 125000 positions
  played 3000 games, 114550 / 125000 positions
  played 3050 games, 116413 / 125000 positions
  played 3100 games, 118385 / 125000 positions
  played 3150 games, 120343 / 125000 positions
  played 3200 games, 122143 / 125000 positions
  played 3250 games, 124074 / 125000 positions
wrote 125000 WDL records to /root/jass/jobs/results/0196-selfplay-wdl-1M/artefacts.src/sp-2.jnnw
