gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0266-kingloop-deepplay/artefacts.src/sp0-5.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=7511 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1686 / 18750 positions
  played 100 games, 3297 / 18750 positions
  played 150 games, 4923 / 18750 positions
  played 200 games, 6470 / 18750 positions
  played 250 games, 8120 / 18750 positions
  played 300 games, 9763 / 18750 positions
  played 350 games, 11318 / 18750 positions
  played 400 games, 12818 / 18750 positions
  played 450 games, 14420 / 18750 positions
  played 500 games, 16035 / 18750 positions
  played 550 games, 17525 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0266-kingloop-deepplay/artefacts.src/sp0-5.jnnw
