gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0266-kingloop-deepplay/artefacts.src/sp0-13.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=21786 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1587 / 18750 positions
  played 100 games, 3070 / 18750 positions
  played 150 games, 4602 / 18750 positions
  played 200 games, 6111 / 18750 positions
  played 250 games, 7880 / 18750 positions
  played 300 games, 9532 / 18750 positions
  played 350 games, 11278 / 18750 positions
  played 400 games, 12807 / 18750 positions
  played 450 games, 14343 / 18750 positions
  played 500 games, 15937 / 18750 positions
  played 550 games, 17468 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0266-kingloop-deepplay/artefacts.src/sp0-13.jnnw
