rfp_off,W:W30;31;33;36;37;38;39;40;41;43;46;48;49:B2;7;8;9;13;14;16;19;22;23;26;27;28,40-35-,30-25-,-7
rfp_off,W:W25;26;30;31;33;35;36;38;39;41;43;45;46;47;48;49:B1;2;3;4;7;11;12;13;14;15;17;18;22;23;27;28,45-40-,30-24-,-13
rfp_off,B:W23;24;27;29;32;33;37;38;40;45;47;49:B2;4;8;12;13;14;15;16;18;20;21;25,25-30-,25-30-,52
rfp_off,W:W25;27;28;32;33;34;35;37;38;40;43;45;48:B6;9;11;12;13;14;15;16;18;19;21;23;24,34-30-,34-29-,2
rfp_off,B:W25;27;30;31;32;35;36;37;38;39;42;43;45;48:B3;6;8;9;12;13;14;15;16;18;19;22;23;29,29-34-,12-17-,6
rfp_off,B:W24;29;31;33;34;36;38;39;41;42;43;44;45;47;49:B1;2;3;4;7;9;13;15;16;17;18;22;23;25;27,3-8-,7-11-,15
rfp_off,B:W25;28;30;31;32;33;34;35;36;37;39;40;41;42;43;45;46;47;48:B3;4;6;7;8;9;10;11;12;13;14;15;16;17;19;21;23;24;26,12-18-,13-18-,3
rfp_off,W:W25;28;29;34;36;37;38;39;40;42;46;48;50:B2;4;8;9;10;11;13;14;16;18;21;27;30,29-23-,28-23-,4
rfp_off,W:W25;26;28;31;33;41;48;49:B2;16;24;45,41-36-,31-27-,171
rfp_off,W:W27;28;31;32;33;34;35;36;38;39;44;45;46;48:B1;3;6;7;8;10;11;13;16;18;19;23;24;25,48-43-,27-22-,68
rfp_off,W:W34;36;39;40;44;45;49:B4;7;9;12;13;14;18;20;22;24;25;30;38,34-29-,34-29-,64
rfp_off,W:W27;28;32;33;34;35;38;39;40;41;43;45;47;50:B1;7;8;9;13;14;15;16;17;19;21;23;24;25,34-30-,41-37-,32
rfp_off,W:W22;28;30;31;32;33;34;35;38;40;42;43;44;45;48;49:B3;6;7;8;9;10;12;13;14;16;19;20;21;23;24;25,33-29-,31-27-,-7
rfp_off,W:W27;28;32;33;34;35;36;38;41;42;43;44;47;48:B3;6;7;8;10;12;16;17;18;19;20;23;24;26,41-37-,41-37-,-1
rfp_off,W:W27;28;30;32;33;34;35;36;37;38;39;42;48;49:B3;4;6;8;12;13;14;16;18;19;21;23;24;26,30-25-,30-25-,-4
rfp_off,W:W25;27;28;32;33;35;37;38;39;40;45;48:B3;4;8;13;14;16;17;18;19;21;23;24,40-34-,40-34-,-13
rfp_off,W:W25;39;48:B9;12;13;14;15;18;20;22;33;38,39-10-12.13.14.22.33,39-10-12.13.14.22.33,69
razor_off,W:W25;27;28;32;33;35;37;39;41;48:B7;8;9;13;16;19;21;24;26;29,37-31-,37-31-,56
razor_off,W:W21;31;33;34;36;37;38;39;40;42;44;46;47;48:B2;3;7;9;10;12;13;14;17;18;19;22;26;35,46-41-,34-30-,100
razor_off,W:W26;28;29;31;33;36;38;40;43;44;48;50:B4;7;9;11;12;13;14;17;18;19;22;27,29-24-,29-24-,177
razor_off,B:W31;32;33;34;36;38;39;40;42;43;44:B3;6;7;12;13;14;15;18;19;22;25,12-17-,12-17-,-8
razor_off,W:W27;28;32;33;36;37;38;39;42;44;48:B3;7;12;13;14;17;18;19;23;24;26,37-31-,37-31-,12
razor_off,B:W25;27;28;32;33;34;35;37;38;40;41;42;43;45;48;49:B3;5;6;8;9;10;11;13;14;15;16;19;21;23;24;26,24-29-,24-29-,53
razor_off,W:W24;31;37;39;41;45:B2;4;6;7;8;9;10;13;15;19;20;32;40,37-28-32,37-28-32,89
razor_off,W:W16;26;27;32;35;39;40;43;45;48;50:B7;9;12;13;15;18;19;20;22;23;29,43-38-,16-11-,74
razor_off,W:W25;26;29;31;33;34;36;37;38;39;41;43;46;49:B2;6;7;11;12;13;14;15;17;18;19;22;23;27,37-32-,29-24-,174
razor_off,W:W15;28;31;32;33;34;36;37;38;39;41;42;43;44;45;46;48:B3;4;6;7;8;9;10;11;13;16;17;18;19;21;22;25;26,45-40-,45-40-,-10
razor_off,W:W27;28;32;33;34;37;38;42;43;48:B6;11;13;14;16;18;19;21;23;24,37-31-,37-31-,-2
razor_off,B:W23;24;28;29;32;34;36;37;39;42;43;44;45:B2;4;6;8;11;12;13;14;15;17;18;20;25,17-22-,17-22-,155
razor_off,W:W22;25;28;30;32;33;35;36;38;40;43;48:B3;4;6;8;9;13;14;16;19;21;23;24,40-34-,40-34-,-7
razor_off,W:W30;33;36;37;38;39;45;47:B8;9;18;19;20;22;27;28,36-31-,45-40-,-6
razor_off,W:W24;28;29;33;34;36;38;39;40;42;47:B2;4;8;9;10;15;17;18;22;25;27,47-41-,38-32-,81
razor_off,W:W23;24;25;29;32;33;37;38;39:B3;4;8;12;13;14;15;18;26,32-27-,24-20-,101
razor_off,W:W34;35;39;40;45;48:B3;9;10;12;13;16;19;21;24;25;29;43,34-5-10.19.29,34-5-10.19.29,179
razor_off,W:W24;27;29;32;33;34;35;36;37;39;40;43;45;46;47;49:B1;2;4;7;8;9;10;13;15;16;17;18;20;23;25;26,43-38-,34-30-,139
razor_off,W:W25;30;34;35;36;48:B4;6;7;8;9;10;13;15;18;20;22;23,25-1-7.8.9.20,25-1-7.8.9.20,46
razor_off,W:W27;28;29;31;32;33;34;35;36;37;38;39;40;43;44;45;48:B2;3;6;7;9;11;12;13;14;15;16;18;19;20;21;24;25,28-23-,28-23-,189
razor_off,W:W27;28;32;33;34;35;37;38;39;40;45;46;47;48;49:B2;3;4;6;9;12;13;15;16;18;19;20;21;23;24,49-43-,28-22-,-2
razor_off,W:W30;31;33;36;37;38;39;40;41;43;46;48;49:B2;7;8;9;13;14;16;19;22;23;26;27;28,40-35-,30-25-,-7
razor_off,W:W25;26;30;31;33;35;36;38;39;41;43;45;46;47;48;49:B1;2;3;4;7;11;12;13;14;15;17;18;22;23;27;28,45-40-,45-40-,-19
razor_off,B:W23;24;27;29;32;33;37;38;40;45;47;49:B2;4;8;12;13;14;15;16;18;20;21;25,25-30-,25-30-,57
razor_off,W:W25;27;28;32;33;34;35;37;38;40;43;45;48:B6;9;11;12;13;14;15;16;18;19;21;23;24,34-30-,34-29-,2
razor_off,B:W25;27;30;31;32;35;36;37;38;39;42;43;45;48:B3;6;8;9;12;13;14;15;16;18;19;22;23;29,29-34-,12-17-,4
razor_off,B:W24;29;31;33;34;36;38;39;41;42;43;44;45;47;49:B1;2;3;4;7;9;13;15;16;17;18;22;23;25;27,3-8-,7-11-,15
razor_off,B:W25;28;30;31;32;33;34;35;36;37;39;40;41;42;43;45;46;47;48:B3;4;6;7;8;9;10;11;12;13;14;15;16;17;19;21;23;24;26,12-18-,13-18-,5
razor_off,W:W25;28;29;34;36;37;38;39;40;42;46;48;50:B2;4;8;9;10;11;13;14;16;18;21;27;30,29-23-,28-23-,3
razor_off,W:W25;26;28;31;33;41;48;49:B2;16;24;45,41-36-,41-36-,180
razor_off,W:W27;28;31;32;33;34;35;36;38;39;44;45;46;48:B1;3;6;7;8;10;11;13;16;18;19;23;24;25,48-43-,27-22-,68
razor_off,W:W34;36;39;40;44;45;49:B4;7;9;12;13;14;18;20;22;24;25;30;38,34-29-,34-29-,66
razor_off,W:W27;28;32;33;34;35;38;39;40;41;43;45;47;50:B1;7;8;9;13;14;15;16;17;19;21;23;24;25,34-30-,34-30-,7
razor_off,W:W22;28;30;31;32;33;34;35;38;40;42;43;44;45;48;49:B3;6;7;8;9;10;12;13;14;16;19;20;21;23;24;25,33-29-,31-27-,-5
razor_off,W:W27;28;32;33;34;35;36;38;41;42;43;44;47;48:B3;6;7;8;10;12;16;17;18;19;20;23;24;26,41-37-,41-37-,2
razor_off,W:W27;28;30;32;33;34;35;36;37;38;39;42;48;49:B3;4;6;8;12;13;14;16;18;19;21;23;24;26,30-25-,30-25-,-2
razor_off,W:W25;27;28;32;33;35;37;38;39;40;45;48:B3;4;8;13;14;16;17;18;19;21;23;24,40-34-,40-34-,-20
razor_off,W:W25;39;48:B9;12;13;14;15;18;20;22;33;38,39-10-12.13.14.22.33,39-10-12.13.14.22.33,81
multicut_off,W:W25;27;28;32;33;35;37;39;41;48:B7;8;9;13;16;19;21;24;26;29,37-31-,37-31-,71
multicut_off,W:W21;31;33;34;36;37;38;39;40;42;44;46;47;48:B2;3;7;9;10;12;13;14;17;18;19;22;26;35,46-41-,21-16-,-10
multicut_off,W:W26;28;29;31;33;36;38;40;43;44;48;50:B4;7;9;11;12;13;14;17;18;19;22;27,29-24-,29-24-,169
multicut_off,B:W31;32;33;34;36;38;39;40;42;43;44:B3;6;7;12;13;14;15;18;19;22;25,12-17-,14-20-,-4
multicut_off,W:W27;28;32;33;36;37;38;39;42;44;48:B3;7;12;13;14;17;18;19;23;24;26,37-31-,37-31-,33
multicut_off,B:W25;27;28;32;33;34;35;37;38;40;41;42;43;45;48;49:B3;5;6;8;9;10;11;13;14;15;16;19;21;23;24;26,24-29-,24-29-,51
multicut_off,W:W24;31;37;39;41;45:B2;4;6;7;8;9;10;13;15;19;20;32;40,37-28-32,37-28-32,88
multicut_off,W:W16;26;27;32;35;39;40;43;45;48;50:B7;9;12;13;15;18;19;20;22;23;29,43-38-,16-11-,57
multicut_off,W:W25;26;29;31;33;34;36;37;38;39;41;43;46;49:B2;6;7;11;12;13;14;15;17;18;19;22;23;27,37-32-,34-30-,174
multicut_off,W:W15;28;31;32;33;34;36;37;38;39;41;42;43;44;45;46;48:B3;4;6;7;8;9;10;11;13;16;17;18;19;21;22;25;26,45-40-,45-40-,-9
multicut_off,W:W27;28;32;33;34;37;38;42;43;48:B6;11;13;14;16;18;19;21;23;24,37-31-,37-31-,-23
multicut_off,B:W23;24;28;29;32;34;36;37;39;42;43;44;45:B2;4;6;8;11;12;13;14;15;17;18;20;25,17-22-,17-22-,153
multicut_off,W:W22;25;28;30;32;33;35;36;38;40;43;48:B3;4;6;8;9;13;14;16;19;21;23;24,40-34-,40-34-,-7
multicut_off,W:W30;33;36;37;38;39;45;47:B8;9;18;19;20;22;27;28,36-31-,45-40-,-12
multicut_off,W:W24;28;29;33;34;36;38;39;40;42;47:B2;4;8;9;10;15;17;18;22;25;27,47-41-,38-32-,105
multicut_off,W:W23;24;25;29;32;33;37;38;39:B3;4;8;12;13;14;15;18;26,32-27-,24-20-,138
multicut_off,W:W34;35;39;40;45;48:B3;9;10;12;13;16;19;21;24;25;29;43,34-5-10.19.29,34-5-10.19.29,183
multicut_off,W:W24;27;29;32;33;34;35;36;37;39;40;43;45;46;47;49:B1;2;4;7;8;9;10;13;15;16;17;18;20;23;25;26,43-38-,34-30-,139
multicut_off,W:W25;30;34;35;36;48:B4;6;7;8;9;10;13;15;18;20;22;23,25-1-7.8.9.20,25-1-7.8.9.20,48
multicut_off,W:W27;28;29;31;32;33;34;35;36;37;38;39;40;43;44;45;48:B2;3;6;7;9;11;12;13;14;15;16;18;19;20;21;24;25,28-23-,28-23-,189
multicut_off,W:W27;28;32;33;34;35;37;38;39;40;45;46;47;48;49:B2;3;4;6;9;12;13;15;16;18;19;20;21;23;24,49-43-,46-41-,-1
multicut_off,W:W30;31;33;36;37;38;39;40;41;43;46;48;49:B2;7;8;9;13;14;16;19;22;23;26;27;28,40-35-,40-34-,-9
multicut_off,W:W25;26;30;31;33;35;36;38;39;41;43;45;46;47;48;49:B1;2;3;4;7;11;12;13;14;15;17;18;22;23;27;28,45-40-,41-37-,-16
multicut_off,B:W23;24;27;29;32;33;37;38;40;45;47;49:B2;4;8;12;13;14;15;16;18;20;21;25,25-30-,25-30-,57
multicut_off,W:W25;27;28;32;33;34;35;37;38;40;43;45;48:B6;9;11;12;13;14;15;16;18;19;21;23;24,34-30-,34-29-,1
multicut_off,B:W25;27;30;31;32;35;36;37;38;39;42;43;45;48:B3;6;8;9;12;13;14;15;16;18;19;22;23;29,29-34-,12-17-,3
multicut_off,B:W24;29;31;33;34;36;38;39;41;42;43;44;45;47;49:B1;2;3;4;7;9;13;15;16;17;18;22;23;25;27,3-8-,7-11-,13
multicut_off,B:W25;28;30;31;32;33;34;35;36;37;39;40;41;42;43;45;46;47;48:B3;4;6;7;8;9;10;11;12;13;14;15;16;17;19;21;23;24;26,12-18-,13-18-,5
multicut_off,W:W25;28;29;34;36;37;38;39;40;42;46;48;50:B2;4;8;9;10;11;13;14;16;18;21;27;30,29-23-,28-23-,6
multicut_off,W:W25;26;28;31;33;41;48;49:B2;16;24;45,41-36-,31-27-,157
multicut_off,W:W27;28;31;32;33;34;35;36;38;39;44;45;46;48:B1;3;6;7;8;10;11;13;16;18;19;23;24;25,48-43-,27-22-,68
multicut_off,W:W34;36;39;40;44;45;49:B4;7;9;12;13;14;18;20;22;24;25;30;38,34-29-,34-29-,82
multicut_off,W:W27;28;32;33;34;35;38;39;40;41;43;45;47;50:B1;7;8;9;13;14;15;16;17;19;21;23;24;25,34-30-,34-30-,71
multicut_off,W:W22;28;30;31;32;33;34;35;38;40;42;43;44;45;48;49:B3;6;7;8;9;10;12;13;14;16;19;20;21;23;24;25,33-29-,31-27-,-7
multicut_off,W:W27;28;32;33;34;35;36;38;41;42;43;44;47;48:B3;6;7;8;10;12;16;17;18;19;20;23;24;26,41-37-,41-37-,4
multicut_off,W:W27;28;30;32;33;34;35;36;37;38;39;42;48;49:B3;4;6;8;12;13;14;16;18;19;21;23;24;26,30-25-,30-25-,-4
multicut_off,W:W25;27;28;32;33;35;37;38;39;40;45;48:B3;4;8;13;14;16;17;18;19;21;23;24,40-34-,48-42-,-13
multicut_off,W:W25;39;48:B9;12;13;14;15;18;20;22;33;38,39-10-12.13.14.22.33,39-10-12.13.14.22.33,92
all_off,W:W25;27;28;32;33;35;37;39;41;48:B7;8;9;13;16;19;21;24;26;29,37-31-,37-31-,106
all_off,W:W21;31;33;34;36;37;38;39;40;42;44;46;47;48:B2;3;7;9;10;12;13;14;17;18;19;22;26;35,46-41-,34-30-,92
all_off,W:W26;28;29;31;33;36;38;40;43;44;48;50:B4;7;9;11;12;13;14;17;18;19;22;27,29-24-,29-24-,165
all_off,B:W31;32;33;34;36;38;39;40;42;43;44:B3;6;7;12;13;14;15;18;19;22;25,12-17-,12-17-,-4
all_off,W:W27;28;32;33;36;37;38;39;42;44;48:B3;7;12;13;14;17;18;19;23;24;26,37-31-,37-31-,12
all_off,B:W25;27;28;32;33;34;35;37;38;40;41;42;43;45;48;49:B3;5;6;8;9;10;11;13;14;15;16;19;21;23;24;26,24-29-,24-29-,45
all_off,W:W24;31;37;39;41;45:B2;4;6;7;8;9;10;13;15;19;20;32;40,37-28-32,37-28-32,81
all_off,W:W16;26;27;32;35;39;40;43;45;48;50:B7;9;12;13;15;18;19;20;22;23;29,43-38-,16-11-,74
all_off,W:W25;26;29;31;33;34;36;37;38;39;41;43;46;49:B2;6;7;11;12;13;14;15;17;18;19;22;23;27,37-32-,29-24-,170
all_off,W:W15;28;31;32;33;34;36;37;38;39;41;42;43;44;45;46;48:B3;4;6;7;8;9;10;11;13;16;17;18;19;21;22;25;26,45-40-,28-23-,10
all_off,W:W27;28;32;33;34;37;38;42;43;48:B6;11;13;14;16;18;19;21;23;24,37-31-,37-31-,-2
all_off,B:W23;24;28;29;32;34;36;37;39;42;43;44;45:B2;4;6;8;11;12;13;14;15;17;18;20;25,17-22-,17-22-,135
all_off,W:W22;25;28;30;32;33;35;36;38;40;43;48:B3;4;6;8;9;13;14;16;19;21;23;24,40-34-,40-34-,-7
all_off,W:W30;33;36;37;38;39;45;47:B8;9;18;19;20;22;27;28,36-31-,30-24-,279
all_off,W:W24;28;29;33;34;36;38;39;40;42;47:B2;4;8;9;10;15;17;18;22;25;27,47-41-,38-32-,91
all_off,W:W23;24;25;29;32;33;37;38;39:B3;4;8;12;13;14;15;18;26,32-27-,24-20-,112
all_off,W:W34;35;39;40;45;48:B3;9;10;12;13;16;19;21;24;25;29;43,34-5-10.19.29,34-5-10.19.29,178
all_off,W:W24;27;29;32;33;34;35;36;37;39;40;43;45;46;47;49:B1;2;4;7;8;9;10;13;15;16;17;18;20;23;25;26,43-38-,34-30-,126
all_off,W:W25;30;34;35;36;48:B4;6;7;8;9;10;13;15;18;20;22;23,25-1-7.8.9.20,25-1-7.8.9.20,47
all_off,W:W27;28;29;31;32;33;34;35;36;37;38;39;40;43;44;45;48:B2;3;6;7;9;11;12;13;14;15;16;18;19;20;21;24;25,28-23-,28-23-,189
all_off,W:W27;28;32;33;34;35;37;38;39;40;45;46;47;48;49:B2;3;4;6;9;12;13;15;16;18;19;20;21;23;24,49-43-,46-41-,-1
all_off,W:W30;31;33;36;37;38;39;40;41;43;46;48;49:B2;7;8;9;13;14;16;19;22;23;26;27;28,40-35-,39-34-,142
all_off,W:W25;26;30;31;33;35;36;38;39;41;43;45;46;47;48;49:B1;2;3;4;7;11;12;13;14;15;17;18;22;23;27;28,45-40-,33-29-,-10
all_off,B:W23;24;27;29;32;33;37;38;40;45;47;49:B2;4;8;12;13;14;15;16;18;20;21;25,25-30-,25-30-,42
all_off,W:W25;27;28;32;33;34;35;37;38;40;43;45;48:B6;9;11;12;13;14;15;16;18;19;21;23;24,34-30-,25-20-,58
all_off,B:W25;27;30;31;32;35;36;37;38;39;42;43;45;48:B3;6;8;9;12;13;14;15;16;18;19;22;23;29,29-34-,29-34-,15
all_off,B:W24;29;31;33;34;36;38;39;41;42;43;44;45;47;49:B1;2;3;4;7;9;13;15;16;17;18;22;23;25;27,3-8-,13-19-,57
all_off,B:W25;28;30;31;32;33;34;35;36;37;39;40;41;42;43;45;46;47;48:B3;4;6;7;8;9;10;11;12;13;14;15;16;17;19;21;23;24;26,12-18-,13-18-,1
all_off,W:W25;28;29;34;36;37;38;39;40;42;46;48;50:B2;4;8;9;10;11;13;14;16;18;21;27;30,29-23-,29-23-,12
all_off,W:W25;26;28;31;33;41;48;49:B2;16;24;45,41-36-,31-27-,179
all_off,W:W27;28;31;32;33;34;35;36;38;39;44;45;46;48:B1;3;6;7;8;10;11;13;16;18;19;23;24;25,48-43-,27-22-,68
all_off,W:W34;36;39;40;44;45;49:B4;7;9;12;13;14;18;20;22;24;25;30;38,34-29-,34-29-,66
all_off,W:W27;28;32;33;34;35;38;39;40;41;43;45;47;50:B1;7;8;9;13;14;15;16;17;19;21;23;24;25,34-30-,34-30-,107
all_off,W:W22;28;30;31;32;33;34;35;38;40;42;43;44;45;48;49:B3;6;7;8;9;10;12;13;14;16;19;20;21;23;24;25,33-29-,31-27-,-7
all_off,W:W27;28;32;33;34;35;36;38;41;42;43;44;47;48:B3;6;7;8;10;12;16;17;18;19;20;23;24;26,41-37-,35-30-,153
all_off,W:W27;28;30;32;33;34;35;36;37;38;39;42;48;49:B3;4;6;8;12;13;14;16;18;19;21;23;24;26,30-25-,30-25-,0
all_off,W:W25;27;28;32;33;35;37;38;39;40;45;48:B3;4;8;13;14;16;17;18;19;21;23;24,40-34-,48-42-,-18
all_off,W:W25;39;48:B9;12;13;14;15;18;20;22;33;38,39-10-12.13.14.22.33,39-10-12.13.14.22.33,134
baseline,W:W26;30;31;33;34;36;38;39;40;47;48;49:B2;3;11;12;13;14;15;17;19;22;23;27,30-25-,49-44-,-9
baseline,B:W25;29;30;35;36;37;38;39;40;47:B3;4;8;13;14;15;17;18;27;28,4-9-,18-22-,24
baseline,B:W25;26;27;32;33;37;38;39;40;41;42;43;44;45:B3;6;8;10;11;12;13;15;16;17;18;20;21;23,23-28-,23-28-,150
baseline,W:W26;31;33;34;35;36;37;38;39;42;43;48:B11;12;13;14;17;18;19;22;23;24;27;28,37-32-,35-30-,72
baseline,W:W27;28;31;32;33;36;38;39;44;48:B3;7;12;13;14;17;18;19;23;24,27-22-,27-22-,270
baseline,W:W25;26;30;31;32;33;35;36;38;39;42;44:B3;7;12;14;15;16;17;19;20;21;22;23,31-27-,33-28-,109
baseline,W:W21;24;28;32;33;34;37:B9;12;13;17;18;26;27,28-22-,28-22-,49
baseline,W:W25;27;28;31;32;35;36;38;39;41;42;45;48;49:B3;4;6;8;11;12;13;14;15;16;19;23;24;26,25-20-,25-20-,5
baseline,B:W24;28;29;31;32;33;36;37;38;40;41;42;43;44;45;46;48;49:B1;2;3;4;7;8;9;10;12;13;14;15;16;17;18;21;25;26,17-22-,17-22-,110
baseline,B:W22;25;26;27;28;30;32;35;37;38;39;40:B8;11;12;13;14;15;17;19;20;23;24;29,12-18-,13-18-,54
baseline,W:W27;32;37;42;43;48:B6;11;13;14;16;18;21;24;28;34,32-12-18.28,32-12-18.28,67
baseline,W:W26;28;31;33;35;36;39;40;42;43;44;45;47;48;49;50:B1;2;3;4;5;7;9;10;12;13;17;18;19;22;24;27,40-34-,40-34-,1
baseline,W:W28;29;33;35;36;37;38;39;40;41;43;45;48;49:B2;6;8;9;11;12;13;14;15;18;19;20;21;24,29-23-,29-23-,114
baseline,W:W25;26;29;30;34;35;36;39;42;43;44;46;47;49:B2;3;4;6;7;12;13;14;15;17;18;22;27;28,29-24-,44-40-,-8
baseline,W:W24;26;33;39;40;42;47:B2;4;8;9;10;15;17;18;22;32;38,24-20-,24-20-,116
baseline,W:W27;28;29;32;33;34;35;37;39;40;42;44;45:B8;9;11;13;14;15;16;19;20;21;24;25;26,28-23-,28-23-,6
baseline,W:W27;28;32;33;34;35;36;37;38;39;40;43;45;47;48:B2;3;8;9;10;13;16;17;18;19;21;23;24;25;26,47-42-,34-30-,14
baseline,W:W29;31;32;33;34;35;39;43;44;46;47;48;49:B3;4;7;8;12;15;18;19;20;21;22;24;25,31-26-,33-28-,13
baseline,W:W27;28;32;33;34;37;38;40;41;44;45:B6;10;12;13;16;18;19;23;24;25;26,27-22-,27-22-,117
baseline,W:W27;28;30;32;33;34;35;37;40;41;42;43;45;46;47;48;49;50:B1;2;3;4;6;8;9;10;11;13;14;16;18;19;23;24;25;26,34-29-,43-38-,-2
baseline,W:W24;26;28;29;33;36;38;47;48;49:B6;8;9;10;13;15;16;17;18;20,28-23-,28-22-,151
baseline,W:W25;26;28;30;31;33;34;35;36;38;39;41;42;44;47;48;49:B4;6;7;8;9;10;11;13;14;15;16;17;18;19;22;24;27,49-43-,25-20-,11
baseline,W:W24;27;29;33;34;36;38;39;40;43;45;47;48;49:B2;4;6;7;8;9;10;13;15;16;17;19;20;25,40-35-,40-35-,-9
baseline,B:W23;24;26;28;29;33;34;37;38;39;42;47;48;49:B2;3;5;6;8;10;12;13;15;16;20;22;25;36,2-7-,22-27-,-3
baseline,W:W24;26;29;31;34;36;39;40;41;42;43;44;45;46;47:B1;2;4;7;8;9;10;11;13;17;18;21;22;25;28,42-38-,42-38-,-14
baseline,W:W27;30;33;34;35;36;37;38;40;41;42;43;45;46;47;48;50:B2;4;5;6;7;8;9;11;15;16;18;19;20;23;24;25;26,50-44-,37-31-,-2
baseline,B:W26;28;29;32;33;34;35;36;37;38;39;40;41;44;45;46;47;48;49:B2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;22;25,15-20-,19-23-,5
baseline,W:W23;24;28;29;34;35;36;37;48:B8;9;10;12;13;17;18;25;26,37-31-,37-31-,79
baseline,W:W23;24;26;29;31;33;34;35;36;38;39;43;44;48;49:B2;3;5;8;9;10;11;12;13;14;17;18;22;25;27,48-42-,35-30-,3
baseline,W:W25;28;32;33;34;37;38;39;40;42;43;44;47:B2;4;7;8;9;13;14;15;18;21;24;26;31,28-23-,28-23-,-5
baseline,W:W24;26;28;29;33;34;36;38;39;41;42;46:B8;9;10;13;15;17;18;19;20;22;25;27,41-37-,42-37-,-46
baseline,W:W36;39;40;44;45;49:B4;7;9;12;13;14;18;20;22;25;30;33;38,39-10-12.13.14.22.33,39-10-12.13.14.22.33,101
baseline,B:W22;25;28;31;32;33;37;38;39;40;41;42;43;45;48:B3;6;8;9;10;11;12;13;14;15;16;19;23;24;26,12-17-,11-17-,-3
baseline,W:W21;25;26;33;34;37;38;39;42;44:B1;3;8;12;13;17;18;19;23;24,33-29-,37-32-,11
baseline,W:W22;28;30;32;33;34;35;36;37;38;40;42;43;45;48;49:B3;6;8;9;10;11;13;14;16;19;20;21;23;24;25;26,34-29-,34-29-,-2
baseline,W:W25;27;28;30;32;33;34;35;37;38;39;43:B3;8;13;14;15;16;18;19;21;23;24;26,27-22-,34-29-,2
baseline,W:W25;27;28;30;32;33;35;37;38;39;45;48:B3;9;12;13;14;16;17;18;19;21;23;24,45-40-,39-34-,3
baseline,W:W24;29;31;33;34;38;39;40;41;42;44;48:B4;5;7;9;10;12;13;15;17;25;26;35,41-37-,41-36-,25
lmr_off,W:W26;30;31;33;34;36;38;39;40;47;48;49:B2;3;11;12;13;14;15;17;19;22;23;27,30-25-,40-35-,-6
lmr_off,B:W25;29;30;35;36;37;38;39;40;47:B3;4;8;13;14;15;17;18;27;28,4-9-,4-9-,30
lmr_off,B:W25;26;27;32;33;37;38;39;40;41;42;43;44;45:B3;6;8;10;11;12;13;15;16;17;18;20;21;23,23-28-,23-28-,158
lmr_off,W:W26;31;33;34;35;36;37;38;39;42;43;48:B11;12;13;14;17;18;19;22;23;24;27;28,37-32-,35-30-,54
lmr_off,W:W27;28;31;32;33;36;38;39;44;48:B3;7;12;13;14;17;18;19;23;24,27-22-,27-22-,254
lmr_off,W:W25;26;30;31;32;33;35;36;38;39;42;44:B3;7;12;14;15;16;17;19;20;21;22;23,31-27-,33-28-,109
lmr_off,W:W21;24;28;32;33;34;37:B9;12;13;17;18;26;27,28-22-,28-22-,68
lmr_off,W:W25;27;28;31;32;35;36;38;39;41;42;45;48;49:B3;4;6;8;11;12;13;14;15;16;19;23;24;26,25-20-,41-37-,-1
lmr_off,B:W24;28;29;31;32;33;36;37;38;40;41;42;43;44;45;46;48;49:B1;2;3;4;7;8;9;10;12;13;14;15;16;17;18;21;25;26,17-22-,17-22-,123
lmr_off,B:W22;25;26;27;28;30;32;35;37;38;39;40:B8;11;12;13;14;15;17;19;20;23;24;29,12-18-,13-18-,102
lmr_off,W:W27;32;37;42;43;48:B6;11;13;14;16;18;21;24;28;34,32-12-18.28,32-12-18.28,67
lmr_off,W:W26;28;31;33;35;36;39;40;42;43;44;45;47;48;49;50:B1;2;3;4;5;7;9;10;12;13;17;18;19;22;24;27,40-34-,26-21-,90
lmr_off,W:W28;29;33;35;36;37;38;39;40;41;43;45;48;49:B2;6;8;9;11;12;13;14;15;18;19;20;21;24,29-23-,29-23-,108
lmr_off,W:W25;26;29;30;34;35;36;39;42;43;44;46;47;49:B2;3;4;6;7;12;13;14;15;17;18;22;27;28,29-24-,25-20-,72
lmr_off,W:W24;26;33;39;40;42;47:B2;4;8;9;10;15;17;18;22;32;38,24-20-,24-20-,105
lmr_off,W:W27;28;29;32;33;34;35;37;39;40;42;44;45:B8;9;11;13;14;15;16;19;20;21;24;25;26,28-23-,27-22-,32
lmr_off,W:W27;28;32;33;34;35;36;37;38;39;40;43;45;47;48:B2;3;8;9;10;13;16;17;18;19;21;23;24;25;26,47-42-,47-42-,23
lmr_off,W:W29;31;32;33;34;35;39;43;44;46;47;48;49:B3;4;7;8;12;15;18;19;20;21;22;24;25,31-26-,31-27-,37
lmr_off,W:W27;28;32;33;34;37;38;40;41;44;45:B6;10;12;13;16;18;19;23;24;25;26,27-22-,27-22-,117
lmr_off,W:W27;28;30;32;33;34;35;37;40;41;42;43;45;46;47;48;49;50:B1;2;3;4;6;8;9;10;11;13;14;16;18;19;23;24;25;26,34-29-,42-38-,0
lmr_off,W:W24;26;28;29;33;36;38;47;48;49:B6;8;9;10;13;15;16;17;18;20,28-23-,28-22-,97
lmr_off,W:W25;26;28;30;31;33;34;35;36;38;39;41;42;44;47;48;49:B4;6;7;8;9;10;11;13;14;15;16;17;18;19;22;24;27,49-43-,25-20-,0
