input : /root/jass/jobs/results/0014-fetch-master-games/artefacts.src/master-1600.jnnw (4738008 records, processing 592252 from offset 2369008)
  10000/592252  (1.7%)  rate=95.3 pos/s  eta=101.8 min  skipped=1856
  20000/592252  (3.4%)  rate=92.3 pos/s  eta=103.4 min  skipped=3779
  30000/592252  (5.1%)  rate=92.6 pos/s  eta=101.2 min  skipped=5665
  40000/592252  (6.8%)  rate=91.6 pos/s  eta=100.5 min  skipped=7530
  50000/592252  (8.4%)  rate=91.5 pos/s  eta=98.8 min  skipped=9379
  60000/592252  (10.1%)  rate=91.7 pos/s  eta=96.8 min  skipped=11263
  70000/592252  (11.8%)  rate=91.6 pos/s  eta=95.0 min  skipped=13165
  80000/592252  (13.5%)  rate=91.9 pos/s  eta=92.9 min  skipped=15088
  90000/592252  (15.2%)  rate=91.6 pos/s  eta=91.4 min  skipped=17036
  100000/592252  (16.9%)  rate=91.0 pos/s  eta=90.2 min  skipped=18935
  110000/592252  (18.6%)  rate=91.9 pos/s  eta=87.4 min  skipped=20835
  120000/592252  (20.3%)  rate=93.5 pos/s  eta=84.2 min  skipped=22685
  130000/592252  (22.0%)  rate=94.9 pos/s  eta=81.2 min  skipped=24482
  140000/592252  (23.6%)  rate=95.9 pos/s  eta=78.6 min  skipped=26251
  150000/592252  (25.3%)  rate=97.2 pos/s  eta=75.8 min  skipped=28073
  160000/592252  (27.0%)  rate=98.2 pos/s  eta=73.4 min  skipped=29924
  170000/592252  (28.7%)  rate=98.1 pos/s  eta=71.7 min  skipped=31734
  180000/592252  (30.4%)  rate=97.9 pos/s  eta=70.2 min  skipped=33643
  190000/592252  (32.1%)  rate=98.0 pos/s  eta=68.4 min  skipped=35536
  200000/592252  (33.8%)  rate=98.0 pos/s  eta=66.7 min  skipped=37450
  210000/592252  (35.5%)  rate=97.9 pos/s  eta=65.1 min  skipped=39339
  220000/592252  (37.1%)  rate=97.8 pos/s  eta=63.4 min  skipped=41277
  230000/592252  (38.8%)  rate=97.6 pos/s  eta=61.9 min  skipped=43151
  240000/592252  (40.5%)  rate=97.3 pos/s  eta=60.3 min  skipped=45024
  250000/592252  (42.2%)  rate=97.1 pos/s  eta=58.8 min  skipped=46943
  260000/592252  (43.9%)  rate=96.9 pos/s  eta=57.2 min  skipped=48802
  270000/592252  (45.6%)  rate=97.1 pos/s  eta=55.3 min  skipped=50747
  280000/592252  (47.3%)  rate=97.2 pos/s  eta=53.5 min  skipped=52628
  290000/592252  (49.0%)  rate=97.4 pos/s  eta=51.7 min  skipped=54522
  300000/592252  (50.7%)  rate=97.5 pos/s  eta=49.9 min  skipped=56450
  310000/592252  (52.3%)  rate=97.8 pos/s  eta=48.1 min  skipped=58383
  320000/592252  (54.0%)  rate=97.7 pos/s  eta=46.4 min  skipped=60248
  330000/592252  (55.7%)  rate=97.7 pos/s  eta=44.7 min  skipped=62121
  340000/592252  (57.4%)  rate=97.8 pos/s  eta=43.0 min  skipped=63974
  350000/592252  (59.1%)  rate=97.9 pos/s  eta=41.2 min  skipped=65890
  360000/592252  (60.8%)  rate=98.1 pos/s  eta=39.5 min  skipped=67739
  370000/592252  (62.5%)  rate=98.1 pos/s  eta=37.7 min  skipped=69573
  380000/592252  (64.2%)  rate=98.2 pos/s  eta=36.0 min  skipped=71479
  390000/592252  (65.9%)  rate=98.3 pos/s  eta=34.3 min  skipped=73411
  400000/592252  (67.5%)  rate=98.3 pos/s  eta=32.6 min  skipped=75302
  410000/592252  (69.2%)  rate=98.4 pos/s  eta=30.9 min  skipped=77182
  420000/592252  (70.9%)  rate=98.5 pos/s  eta=29.1 min  skipped=79040
  430000/592252  (72.6%)  rate=98.4 pos/s  eta=27.5 min  skipped=80884
  440000/592252  (74.3%)  rate=98.3 pos/s  eta=25.8 min  skipped=82775
  450000/592252  (76.0%)  rate=98.1 pos/s  eta=24.2 min  skipped=84633
  460000/592252  (77.7%)  rate=98.0 pos/s  eta=22.5 min  skipped=86580
  470000/592252  (79.4%)  rate=98.0 pos/s  eta=20.8 min  skipped=88527
  480000/592252  (81.0%)  rate=98.0 pos/s  eta=19.1 min  skipped=90433
  490000/592252  (82.7%)  rate=98.0 pos/s  eta=17.4 min  skipped=92306
  500000/592252  (84.4%)  rate=98.1 pos/s  eta=15.7 min  skipped=94203
  510000/592252  (86.1%)  rate=98.1 pos/s  eta=14.0 min  skipped=96015
  520000/592252  (87.8%)  rate=98.3 pos/s  eta=12.3 min  skipped=97943
  530000/592252  (89.5%)  rate=98.3 pos/s  eta=10.6 min  skipped=99771
  540000/592252  (91.2%)  rate=98.4 pos/s  eta=8.9 min  skipped=101549
  550000/592252  (92.9%)  rate=98.3 pos/s  eta=7.2 min  skipped=103372
  560000/592252  (94.6%)  rate=98.2 pos/s  eta=5.5 min  skipped=105187
  570000/592252  (96.2%)  rate=98.2 pos/s  eta=3.8 min  skipped=106984
  580000/592252  (97.9%)  rate=98.1 pos/s  eta=2.1 min  skipped=108780
  590000/592252  (99.6%)  rate=98.1 pos/s  eta=0.4 min  skipped=110536
wrote /root/jass/jobs/results/0084-scan-distill-1024-512-scale-2M/artefacts.src/master-shard-4.bin (592252 records, 110942 skipped)
