input : /root/jass/jobs/results/0050-v7-quiet-pv-extract-1M/artefacts.src/v7-quiet-pv-1M.bin (1000000 records, processing 125001 from offset 250002)
  10000/125001  (8.0%)  rate=63.5 pos/s  eta=30.2 min  skipped=43
  20000/125001  (16.0%)  rate=64.6 pos/s  eta=27.1 min  skipped=96
  30000/125001  (24.0%)  rate=65.4 pos/s  eta=24.2 min  skipped=141
  40000/125001  (32.0%)  rate=65.2 pos/s  eta=21.7 min  skipped=197
  50000/125001  (40.0%)  rate=65.2 pos/s  eta=19.2 min  skipped=244
  60000/125001  (48.0%)  rate=65.3 pos/s  eta=16.6 min  skipped=284
  70000/125001  (56.0%)  rate=65.2 pos/s  eta=14.1 min  skipped=331
  80000/125001  (64.0%)  rate=64.5 pos/s  eta=11.6 min  skipped=369
  90000/125001  (72.0%)  rate=64.7 pos/s  eta=9.0 min  skipped=419
  100000/125001  (80.0%)  rate=64.5 pos/s  eta=6.5 min  skipped=464
  110000/125001  (88.0%)  rate=64.4 pos/s  eta=3.9 min  skipped=497
  120000/125001  (96.0%)  rate=64.5 pos/s  eta=1.3 min  skipped=539
wrote /root/jass/jobs/results/0084-scan-distill-1024-512-scale-2M/artefacts.src/v7-shard-2.bin (125001 records, 548 skipped)
