# Generated by build_master_book.py
# rating_min=2000 max_plies=16 min_count=3
W:W31,32,33,34,35,36,37,38,39,40,42,43,44,45,46,47,48,49,50:B1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,20,23	46-41
B:W30,31,32,33,34,36,37,38,39,40,42,43,44,45,46,47,48,49,50:B1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,20,23	20-25
W:W30,31,32,33,34,36,37,38,39,40,42,43,44,45,46,47,48,49,50:B1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,23,25	33-29
B:W29,30,31,32,34,36,37,38,39,40,42,43,44,45,46,47,48,49,50:B1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,23,25	14-19
W:W29,30,31,32,34,36,37,38,39,40,42,43,44,45,46,47,48,49,50:B1,2,3,4,6,7,8,9,10,11,12,13,15,16,17,18,19,23,25	40-35
B:W29,30,31,32,34,35,36,37,38,39,42,43,44,45,46,47,48,49,50:B1,2,3,4,6,7,8,9,10,11,12,13,15,16,17,18,19,23,25	10-14
W:W29,30,31,32,34,35,36,37,38,39,42,43,44,45,46,47,48,49,50:B1,2,3,4,6,7,8,9,11,12,13,14,15,16,17,18,19,23,25	45-40
B:W29,30,31,32,34,35,36,37,38,39,40,42,43,44,46,47,48,49,50:B1,2,3,4,6,7,8,9,11,12,13,14,15,16,17,18,19,23,25	17-22
B:W27,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	17-21
W:W27,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,22	27x18
B:W18,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20	12x23
W:W32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,19,20,23	36-31
B:W31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,19,20,23	7-12
W:W31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,19,20,23	31-27
W:W28,31,32,33,34,35,36,37,39,40,41,42,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,23	42-38
B:W28,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,23	7-12
W:W28,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50:B1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,23	49-43
W:W29,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,23	29x18
B:W18,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20	12x23
W:W31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,19,20,23	35-30
B:W30,31,32,33,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,19,20,23	7-12
W:W30,31,32,33,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,19,20,23	30-25
B:W25,31,32,33,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,19,20,23	1-7
W:W25,31,32,33,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50:B2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,23	31-26
W:W28,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21	39-33
B:W26,28,32,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21	20-24
W:W26,28,32,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21	36-31
