gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/sp2-6.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=6519 nnue=/root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1533 / 37500 positions
  played 100 games, 3144 / 37500 positions
  played 150 games, 4697 / 37500 positions
  played 200 games, 6264 / 37500 positions
  played 250 games, 7844 / 37500 positions
  played 300 games, 9480 / 37500 positions
  played 350 games, 10953 / 37500 positions
  played 400 games, 12502 / 37500 positions
  played 450 games, 14089 / 37500 positions
  played 500 games, 15647 / 37500 positions
  played 550 games, 17188 / 37500 positions
  played 600 games, 18838 / 37500 positions
  played 650 games, 20460 / 37500 positions
  played 700 games, 22113 / 37500 positions
  played 750 games, 23673 / 37500 positions
  played 800 games, 25234 / 37500 positions
  played 850 games, 26796 / 37500 positions
  played 900 games, 28336 / 37500 positions
  played 950 games, 29824 / 37500 positions
  played 1000 games, 31397 / 37500 positions
  played 1050 games, 32922 / 37500 positions
  played 1100 games, 34462 / 37500 positions
  played 1150 games, 36099 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/sp2-6.jnnw
