gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/sp5-6.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=32037 nnue=/root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/gen4.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1471 / 37500 positions
  played 100 games, 3058 / 37500 positions
  played 150 games, 4696 / 37500 positions
  played 200 games, 6289 / 37500 positions
  played 250 games, 7768 / 37500 positions
  played 300 games, 9397 / 37500 positions
  played 350 games, 10901 / 37500 positions
  played 400 games, 12485 / 37500 positions
  played 450 games, 14096 / 37500 positions
  played 500 games, 15759 / 37500 positions
  played 550 games, 17346 / 37500 positions
  played 600 games, 18930 / 37500 positions
  played 650 games, 20531 / 37500 positions
  played 700 games, 22054 / 37500 positions
  played 750 games, 23586 / 37500 positions
  played 800 games, 25150 / 37500 positions
  played 850 games, 26662 / 37500 positions
  played 900 games, 28212 / 37500 positions
  played 950 games, 29764 / 37500 positions
  played 1000 games, 31328 / 37500 positions
  played 1050 games, 32875 / 37500 positions
  played 1100 games, 34464 / 37500 positions
  played 1150 games, 35955 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/sp5-6.jnnw
