gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/sp4-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=30534 nnue=/root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1711 / 37500 positions
  played 100 games, 3330 / 37500 positions
  played 150 games, 4920 / 37500 positions
  played 200 games, 6366 / 37500 positions
  played 250 games, 7929 / 37500 positions
  played 300 games, 9457 / 37500 positions
  played 350 games, 11009 / 37500 positions
  played 400 games, 12591 / 37500 positions
  played 450 games, 14264 / 37500 positions
  played 500 games, 15765 / 37500 positions
  played 550 games, 17253 / 37500 positions
  played 600 games, 18989 / 37500 positions
  played 650 games, 20464 / 37500 positions
  played 700 games, 21973 / 37500 positions
  played 750 games, 23553 / 37500 positions
  played 800 games, 25140 / 37500 positions
  played 850 games, 26746 / 37500 positions
  played 900 games, 28269 / 37500 positions
  played 950 games, 29751 / 37500 positions
  played 1000 games, 31377 / 37500 positions
  played 1050 games, 33062 / 37500 positions
  played 1100 games, 34571 / 37500 positions
  played 1150 games, 36044 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/sp4-3.jnnw
