gen-data-wdl: n=25000 out=/root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/sp0-5.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=7809 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1486 / 25000 positions
  played 100 games, 3007 / 25000 positions
  played 150 games, 4547 / 25000 positions
  played 200 games, 6235 / 25000 positions
  played 250 games, 7769 / 25000 positions
  played 300 games, 9253 / 25000 positions
  played 350 games, 10829 / 25000 positions
  played 400 games, 12517 / 25000 positions
  played 450 games, 14040 / 25000 positions
  played 500 games, 15496 / 25000 positions
  played 550 games, 17111 / 25000 positions
  played 600 games, 18670 / 25000 positions
  played 650 games, 20339 / 25000 positions
  played 700 games, 21944 / 25000 positions
  played 750 games, 23546 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/sp0-5.jnnw
